"","name","is_closed","rating","review_count","location.address1","location.zip_code","coordinates.latitude","coordinates.longitude","price","phone"
"220","Triangle Glides",FALSE,4.5,58,"323 Blake St","27601",35.776172,-78.635688,NA,"+19198281988"
"221","Red Roof Inns",FALSE,3.5,24,"1813 S Saunders St","27603",35.7548637390137,-78.6481475830078,"$","+19198336005"
"222","East Coast Towing",FALSE,4,17,"100 Rupert Rd","27603",35.71648,-78.66481,NA,"+19198350705"
"223","Chili's",FALSE,2.5,34,"115 Carillon Dr","27529",35.6933364868164,-78.5832214355469,"$$","+19197711700"
"224","Personal Defense & Handgun Safety Center",FALSE,4.5,7,"301 Tryon Rd","27603",35.7312679191184,-78.6470977020927,"$","+19197796880"
"225","Harris Teeter",FALSE,3,21,"1151 Tryon Village Dr","27518",35.7466516,-78.7442867,"$$","+19192333476"
"226","Walmart",FALSE,2,12,"4431 New Bern Ave","27610",35.8004417,-78.5600204,"$","+19192126442"
"227","San Marco's Pizza",FALSE,3,1,"178 Wakelon St","27597",35.8316321671954,-78.3159755858286,"$",NA
"228","Howes Your Pizza",FALSE,2.5,7,"23 Nc 98 Hwy E","27508",35.9535789,-78.2443466,"$","+19194969820"
"229","Grand Street Pizza",FALSE,4.5,39,"909 McKnight Dr","27545",35.7965213289485,-78.4925832981618,"$","+19192173410"
"230","Slice of Ny Pizza",FALSE,3,28,"1016 Shoppes At Midway Dr","27545",35.7984313964844,-78.5072784423828,"$","+19192619478"
"231","Marco's Pizza",FALSE,3.5,22,"3625 Rogers Rd","27587",35.9452109262325,-78.5033229365945,"$","+19195706006"
"232","Milton's Pizza-Wakefield",FALSE,4,65,"14520 New Falls Of Neuse","27614",35.9440346514932,-78.5421700201607,"$$","+19195709099"
"233","Rosati's Pizza Pub",FALSE,3.5,40,"2101 S Main St","27587",35.9480209350586,-78.5331039428711,"$$","+19194884294"
"234","Pizza Hut",FALSE,2,9,"4011 Capital Blvd","27604",35.835392,-78.5825653,"$","+19197908111"
"235","Hungry Howie's Pizza",FALSE,4.5,21,"1814 Oberlin Rd","27608",35.808586,-78.655036,"$","+19197890001"
"236","Piola",FALSE,3.5,111,"141 Park at North Hills St","27609",35.8368634763026,-78.6378246545792,"$$","+19197588059"
"237","Sergio's Pizza",FALSE,4,56,"13200 New Falls Of Neuse","27614",35.94085,-78.55983,"$","+19195541000"
"238","Lilly's Pizza",FALSE,4,501,"1813 Glenwood Ave","27608",35.8051332553729,-78.6466635456331,"$$","+19198330226"
"239","Pizza Hut",FALSE,2,10,"10175 Hwy. 70 W.","27520",35.6405249,-78.4492288,"$$","+19195532131"
"240","Pizza Hut",FALSE,2,12,"12239 Capital Blvd","27587",35.9800547974563,-78.5406627802343,"$","+19195569190"
"241","Papa Murphy's",FALSE,4.5,12,"11721 Retail Dr","27587",35.9673691,-78.5441589,"$$","+19195549977"
"242","MOD Pizza",FALSE,4,87,"2071 West Millbrook Rd","27612",35.8573861420155,-78.678460791707,"$","+19199873668"
"243","Marco's Pizza",FALSE,4,17,"1141 Falls River Ave","27614",35.9071808,-78.588768,"$","+19198477775"
"244","The Cowfish Sushi Burger Bar",FALSE,4.5,776,"4208 Six Forks Rd","27609",35.837258785475,-78.6401524459807,"$$","+19197840400"
"245","Smashburger",FALSE,3.5,85,"6679 Falls of Neuse Rd","27615",35.8747621625662,-78.6230396479368,"$","+19198709230"
"246","Five Guys Burgers and Fries",FALSE,4,43,"8107 Creedmoor Rd","27613",35.8978882,-78.6811829,"$","+19198447057"
"247","Five Guys Famous Burgers",FALSE,3.5,38,"North Hills Mall","27609",35.8365963033271,-78.6423130219101,"$","+19197877772"
"248","Yard House",FALSE,4,333,"4208 Six Forks Rd","27609",35.83705954284,-78.6396388635339,"$$","+19198812590"
"249","BURGERFI",FALSE,3.5,193,"3004 Wake Forest Rd","27609",35.822594,-78.620584,"$$","+19199993700"
"250","Firebirds Wood Fired Grill",FALSE,4,142,"4350 Lassiter Rd","27609",35.8397163,-78.6409675,"$$","+19197888778"
"251","b.good",FALSE,3.5,103,"201 Park At N Hills St","27609",35.8368531503802,-78.6373320481186,"$$","+19199165410"
"252","Flights Restaurant & Lounge",FALSE,3.5,66,"4100 Main At North Hills St","27609",35.836120484176,-78.643721652068,"$$$","+19192781478"
"253","Bonefish Grill",FALSE,3.5,114,"4421 6 Forks Rd","27609",35.840453,-78.643358,"$$","+19197825127"
"254","Glenwood Grill",FALSE,4.5,195,"2603-151 Glenwood Ave","27608",35.8150465680023,-78.6610901355743,"$$","+19197823102"
"255","Ruth's Chris Steak House",FALSE,4,80,"4381 Lassiter at North Hills Ave","27609",35.837982211475,-78.644197028473,"$$$$","+19197911103"
"256","NOFO @ the Pig",FALSE,3.5,169,"2014 Fairview Rd","27608",35.805088,-78.646896,"$$","+19198211240"
"257","Kamado Grille",FALSE,4,180,"832 Spring Forest Dr","27609",35.8662521902048,-78.6225645857056,"$$","+19198033662"
"258","Bad Daddy's Burger Bar - Seaboard",FALSE,4.5,370,"111 Seaboard Ave","27604",35.7885814740916,-78.6397847858795,"$$","+19197479163"
"259","Tribeca Tavern",FALSE,3,147,"6004 Falls Of Neuse Rd","27609",35.8645064,-78.6199579,"$$","+19197909992"
"260","Mura",FALSE,4,205,"North Hills Mall","27609",35.8366351605328,-78.6437791585922,"$$","+19197817887"
"261","Winston's Grille",FALSE,4,161,"6401 Falls of Neuse Rd","27615",35.8696479797363,-78.6216278076172,"$$","+19197900700"
"262","Midtown Grille",FALSE,3.5,101,"4421 Six Forks Rd","27609",35.8397780015204,-78.6433063164856,"$$$","+19197829463"
"263","North Hills",FALSE,4,46,"4350 Lassiter At N Hills Ave","27609",35.8389522998,-78.643577395,"$$$","+19198811146"
"264","Salt & Lime Cabo Grill",FALSE,4.5,371,"6006 Falls Of Neuse Rd","27609",35.8650954206401,-78.6191403403193,"$$","+19198722230"
"265","Panera Bread",FALSE,3.5,45,"4421 Six Forks Rd","27609",35.840161,-78.643305,"$","+19197811112"
"266","18 Seaboard",FALSE,4,339,"18 Seaboard Ave","27604",35.7893276236175,-78.6396870126952,"$$","+19198614318"
"267","42nd Street Oyster Bar & Seafood Grill",FALSE,4,332,"508 W Jones St","27603",35.783130645752,-78.6463394165039,"$$","+19198312811"
"268","The UPS Store",FALSE,3.5,6,"4441 Six Forks Rd","27609",35.8401756286621,-78.6435012817383,NA,"+19197838098"
"269","Poole's",FALSE,4,509,"426 S McDowell St","27601",35.7747192382812,-78.6423034667969,"$$","+19198324477"
"270","McCormick & Schmick's Seafood & Steaks",FALSE,3,137,"4325 Glenwood Ave","27612",35.8385841875976,-78.676850414713,"$$$","+19198817848"
"271","The Big Easy",FALSE,3,173,"222 Fayetteville St","27601",35.777394365277,-78.63950286275,"$$","+19198326082"
"272","Amedeo's Italian Restaurant",FALSE,3.5,88,"3905 Western Blvd","27606",35.784657,-78.689811,"$$","+19198510473"
"273","The Piper's Tavern",FALSE,3.5,93,"8304 Falls of Neuse Rd","27615",35.89457,-78.61982,"$$","+19196767413"
"274","Harris Teeter",FALSE,4,17,"4093 Davis Dr","27560",35.8380585,-78.8561801,"$$","+19193800354"
"275","Harris Teeter",FALSE,4,10,"7145 O'Kelly Chapel Rd","27519",35.8444662254471,-78.8872354157628,"$$","+19194659432"
"276","Saffron Restaurant & Lounge",FALSE,3,158,"4121 Davis Dr","27560",35.835893963123,-78.858268808007,"$$","+19194695774"
"277","TCR: Triangle Cellular Repair",FALSE,5,125,"3120 John Humphries Wynd","27612",35.8261494,-78.7070599,"$$","+19192632699"
"278","Walmart Neighborhood Market",FALSE,3.5,12,"3560 Davis Dr","27560",35.8181822607293,-78.8455677512275,"$","+19193379859"
"279","Triangle Wine Company",FALSE,4.5,45,"3735 Davis Dr","27560",35.8314901,-78.8536969,"$$","+19194621912"
"280","Earth Fare Cary - Morrisville",FALSE,3.5,29,"951 Morrisville Pkwy","27560",35.809742,-78.8175964,"$$","+19193882389"
"281","Harris Teeter",FALSE,3.5,11,"Cary Park Town Center","27519",35.8211405,-78.9006946,"$$","+19194603126"
"282","Viva DF",FALSE,4.5,109,"4075 Davis Dr","27560",35.8346448409022,-78.8576671648339,"$$","+19194672627"
"283","Nishiki",FALSE,3.5,76,"1216 Parkside Main St","27519",35.8488116281022,-78.8905661925673,"$$","+19194660888"
"284","Harris Teeter",FALSE,3.5,8,"98 Cornerstone Dr","27519",35.7903416377976,-78.8520600385917,"$$","+19194671259"
"285","Peppers Market & Sandwich Shop",FALSE,4.5,196,"2107 Grace Park Dr","27560",35.820303,-78.846463,"$","+19193807002"
"286","Brixx Wood Fired Pizza",FALSE,4,42,"1111 Parkside Main St","27519",35.8474596955884,-78.8898986915938,"$$","+19196744388"
"287","Tijuana Flats",FALSE,3.5,61,"7165 O'Kelly Chapel Rd","27519",35.8441743483567,-78.8885789942835,"$","+19196293200"
"288","Stromboli's",FALSE,3.5,42,"3434 Edwards Mill Rd","27612",35.8269081115723,-78.7034530639648,"$$","+19197857075"
"289","Bella Monica",FALSE,4,335,"3121-103 Edwards Mill Rd","27612",35.8253816405571,-78.706955909729,"$$","+19198819778"
"290","Gino's Pizza",FALSE,4.5,127,"6260 Glenwood Ave","27612",35.8586006164551,-78.7035980224609,"$","+19197837555"
"291","Max's Pizza & Grill",FALSE,4,30,"5609 Creedmoor Rd","27612",35.8587227,-78.6808777,"$","+19197836565"
"292","Vic's Italian Restaurant & Pizzeria",FALSE,3.5,123,"331 Blake St","27601",35.7758806,-78.6358072,"$$","+19198297090"
"293","Assaggio's",FALSE,4,93,"3501 W Millbrook Rd","27613",35.86327,-78.71057,"$$","+19197852088"
"294","Moonlight Pizza Company",FALSE,4,133,"615 W Morgan St","27603",35.7797219626858,-78.6488728230552,"$$","+19197559133"
"295","Vic's Italian Restaurant & Pizzeria",FALSE,4,24,"4035 Lake Boone Trail","27607",35.81544,-78.69668,"$$","+19842009292"
"296","Groovy Duck Bakery",FALSE,4,69,"3434 Edwards Mill Rd","27612",35.8269005,-78.7034531,"$$","+19197879233"
"297","Cappolla's Pizza and Grill of Cary",FALSE,3.5,54,"2462 Walnut St","27518",35.7528152,-78.7415016,"$","+19198547777"
"298","Papa's Pizza & Subs",FALSE,4.5,45,"7713 Lead Mine Rd","27615",35.886196,-78.660446,"$","+19198478777"
"299","The UPS Store",FALSE,4,5,"3434 Edwards Mill Rd","27612",35.8269081115723,-78.7034530639648,NA,"+19197869993"
"300","Primo Pizza",FALSE,4,65,"682 Cary Towne Blvd","27511",35.7750656885171,-78.7661820931041,"$","+19193802729"
"301","Randy's Pizza",FALSE,4,71,"2458 Wycliff Rd","27607",35.8172733911864,-78.6927838781716,"$","+19193225990"
"302","Randy's Pizza",FALSE,3,17,"941 North Harrison Avenue","27513",35.800646,-78.7831349,"$","+19193770742"
"303","Peri Brothers Pizza",FALSE,5,59,"7321 Six Forks Rd","27615",35.8801383,-78.6460983,"$","+19198446692"
"304","Papa's Pizza & Wings",FALSE,4.5,7,"5800-111 Duraleigh Rd","27612",35.8576441323888,-78.7118904588588,"$$","+19197837373"
"305","Ruckus Pizza, Pasta & Spirits",FALSE,3.5,156,"8111 Tryon Woods Dr","27518",35.747069546016,-78.7433052062988,"$$","+19198513999"
"306","Frank's Pizza & Italian Restaurant",FALSE,4.5,65,"2030 New Bern Ave","27610",35.7794762,-78.606987,"$$","+19192318990"
"307","Cantina 18",FALSE,3.5,151,"433 Daniels St","27605",35.7896936,-78.661301,"$$","+19198359911"
"308","Chick-fil-A",FALSE,4,20,"6711 Knightdale Blvd","27545",35.797672,-78.504519,"$","+19192176981"
"309","Bojangles",FALSE,3.5,13,"4621 New Bern Ave","27610",35.7989006,-78.557869,"$","+19192319028"
"310","Arby's",FALSE,2,6,"6721 Knightdale Blvd","27545",35.7974727,-78.5040502,NA,"+19192179680"
"311","Manchester's Grill",FALSE,4,56,"9101 Leesville Rd","27613",35.89675,-78.72548,"$$","+19196763310"
"312","Leesville Tap Room",FALSE,3,65,"13200 Strickland Rd","27613",35.908040109108,-78.725361833416,"$$","+19198701515"
"313","La Cocina Mexican Restaurant",FALSE,3,33,"2121 TW Alexander Dr","27560",35.9203321,-78.8112362,"$$","+19195980777"
"314","Sheetz",FALSE,4.5,8,"1655 N Main St","27526",35.5969467163086,-78.7601470947266,"$","+19195772215"
"315","Sheetz",FALSE,4,1,"9915 Fayetteville Rd","27526",35.6348292984442,-78.7140368227128,"$","+19195771110"
"316","Sheetz",FALSE,2,3,"1885 N Broad St","27526",35.6101785931629,-78.8076841567679,"$","+19195671333"
"317","Sheetz",FALSE,3.5,5,"7900 Fayetteville Rd","27603",35.66664,-78.69862,NA,NA
"318","Jason's Pizza",FALSE,3.5,11,"Fuquay Plz","27526",35.5854797,-78.7982483,"$","+19195524796"
"319","Eagle's Gas Station",FALSE,2.5,4,"7008 Gb Alford Hwy","27540",35.6369857788086,-78.8314819335938,"$$","+19195578277"
"320","Wendy's",FALSE,2,5,"8050 Ten Ten Rd","27603",35.6638984680176,-78.6987686157227,"$","+19193298224"
"321","Sunoco",FALSE,2,1,"8112 Fayeteville Rd","27603",35.6639404,-78.701828,NA,NA
"322","McDonald's",FALSE,2.5,7,"7991 Fayetteville Rd","27603",35.6654070317745,-78.6990628391504,"$","+19197724850"
"323","Jersey Mike's Subs",FALSE,3.5,14,"701-A N. Main St.","27526",35.5917434692383,-78.7926483154297,"$","+19195573000"
"324","Subway",FALSE,3,1,"1326 N Main St","27526",35.5916939,-78.7780457,"$","+19195522609"
"325","Firehouse Subs",FALSE,3.5,11,"1303 N. Main St.","27526",35.592285,-78.777626,"$","+19197625328"
"326","Which Wich",FALSE,3,25,"145 Grand Hill Pl","27540",35.6650530022772,-78.8494243633246,"$",NA
"327","Subway",FALSE,2,2,"333 N Raleigh St","27501",35.5121421813965,-78.7417297363281,"$","+19196396949"
"328","Takeout Central",FALSE,2.5,24,"","27608",35.8088874816895,-78.6471862792969,"$$$","+19198342885"
"329","Subway",FALSE,1,1,"8109 Fayetteville Rd","27603",35.6633911,-78.7013855,NA,"+19197790635"
"330","Jersey Mike's Subs",FALSE,4,7,"7949 Fayetteville Road","27603",35.6658249,-78.6983414,"$$","+19196610111"
"331","Bagels Plus",FALSE,4,54,"100 Dickens Rd","27526",35.6154964,-78.8112189,"$","+19192854980"
"332","The Décor Coach",FALSE,5,2,"","",35.78975,-78.78116,NA,"+19194233164"
"333","Pro Movers",FALSE,3,2,"6445 Northwyck Pl","27609",35.869361,-78.614395,NA,"+19192333993"
"334","Wake Technical Community College",FALSE,3,8,"9101 Fayetteville Rd","27603",35.65086,-78.70392,NA,"+19198665000"
"335","Salvio's Pizzeria",FALSE,4,56,"2428 SW Cary Pkwy","27513",35.7633322,-78.8221442,"$$","+19194674600"
"336","Salvio's Pizzeria",FALSE,4,41,"6325 Falls of Neuse Rd","27615",35.8692207,-78.6225128,"$","+19199815678"
"337","Harris Teeter",FALSE,3.5,30,"500 Oberlin Rd","27605",35.7914135199626,-78.6621459200978,"$$","+19198289216"
"338","Harris Teeter",FALSE,1.5,9,"5563 Western Blvd","27606",35.784126,-78.72051,"$$$","+19198590110"
"339","Harris Teeter",FALSE,3.5,12,"3201-123 Edwards Mill Rd","27612",35.8252603982955,-78.7069461867213,"$$","+19197818776"
"340","Lee's Tailors",FALSE,4.5,42,"5535 Western Blvd","27606",35.7851142883301,-78.7195587158203,NA,"+19192330708"
"341","Harris Teeter",FALSE,4,6,"2603 Glenwood Ave","27608",35.815502166748,-78.6605987548828,"$$","+19197875526"
"342","Harris Teeter",FALSE,3,7,"885 Walnut St","27511",35.7753280548024,-78.7649807196902,"$$","+19194814251"
"343","The Butcher's Market",FALSE,4.5,115,"1225 Kildaire Farm Rd","27511",35.7630252925449,-78.7829142050323,"$$","+19194653082"
"344","Harris Teeter",FALSE,4,21,"2080 Kildaire Farm Rd","27511",35.7352417,-78.7804748,"$$","+19192339483"
"345","Pam's Farm House",FALSE,4,89,"5111 Western Blvd","27606",35.785991,-78.711845,"$","+19198599990"
"346","Starbucks",FALSE,4,11,"500 Oberlin Rd","27605",35.79145,-78.66195,"$","+19198569444"
"347","Shaba Shabu",FALSE,3.5,238,"3080 Wake Forest Rd","27609",35.8240606,-78.6217491,"$$","+19195017755"
"348","Thaiphoon Bistro",FALSE,3.5,143,"301 Glenwood Ave","27603",35.7845466,-78.647389,"$$","+19197204034"
"349","Brasa Brazilian Steakhouse",FALSE,3.5,247,"8551 Brier Creek Pkwy","27617",35.9053600873143,-78.7839655049937,"$$$","+19195443344"
"350","Latin Quarters",FALSE,3.5,151,"7335 Six Forks Rd","27615",35.8803442908773,-78.6475036541061,"$$","+19199008333"
"351","Dantes Italiano",FALSE,4,59,"13200 New Falls of Neuse Rd","27614",35.940424363889,-78.5604643821716,"$$","+19195562146"
"352","Buku",FALSE,4,621,"110 E Davie St","27601",35.7755123823881,-78.638070076704,"$$","+19198346963"
"353","Hayashi Japanese Restaurant",FALSE,4,86,"13200 New Falls Of Neuse Rd","27614",35.9403218228504,-78.5602665264587,"$$","+19195540508"
"354","Sushi One",FALSE,3.5,80,"8470 Honeycutt Rd","27615",35.8949595182615,-78.6214315347794,"$$","+19196153209"
"355","Golden Sakura Restaurant",FALSE,2.5,4,"12516-104 Capital Blvd","27587",35.9878807,-78.5330582,NA,"+19195548828"
"356","Five Guys Burgers & Fries",FALSE,3.5,21,"1018 Shoppes At Midway Dr","27545",35.798431,-78.507278,"$","+19192666664"
"357","Hibachi K Express",FALSE,4,28,"4001 Wide Waters Pkwy","27545",35.7949409184661,-78.5056539121899,"$$","+19192178875"
"358","Hwy 55 Burgers Shakes & Fries",FALSE,4,15,"1011 S Smithfield Rd","28545",35.7967855677752,-78.4881375600587,"$","+19192619841"
"359","McDonald's",FALSE,1,1,"7141 US 64 Hwy E","27545",35.7987785339355,-78.4885559082031,NA,"+19192666700"
"360","Stuart Jones Photography",FALSE,5,2,"4200 White Pine Dr","27612",35.8394508,-78.6951675,NA,"+19196235561"
"361","McDonald's",FALSE,3,5,"1700 Trawick Rd","27604",35.7990798950195,-78.5771255493164,"$","+19192316205"
"362","El Taco Market",FALSE,4,30,"3800 New Bern Ave","27610",35.797415,-78.576007,"$","+19192500412"
"363","McDonald's",FALSE,4.5,2,"6320 Battle Bridge Rd","27610",35.72382,-78.5468999,"$",""
"364","Tacos Y Mariscos Vallarta",FALSE,4,56,"3177 Capital Blvd","27604",35.8236312866211,-78.5886077880859,"$$","+19197902696"
"365","McDonald's",FALSE,2.5,2,"3424 Poole Rd","27610",35.7674980163574,-78.5782165527344,"$","+19192500072"
"366","McDonalds Inside Walmart",FALSE,1,1,"4431 New Bern Ave","27610",35.8004417,-78.5600204,NA,"+19192313242"
"367","Chuck E. Cheese's",FALSE,3,14,"3501-131 Capital Blvd","27604",35.827835,-78.586929,"$","+19198509922"
"368","McDonald's",FALSE,3,1,"5016 Spring Forest Rd","27616",35.8554725646973,-78.5566024780273,NA,"+19199548880"
"369","McDonald's",FALSE,3.5,2,"4413 Capital Blvd","27604",35.8441315,-78.5805283,"$","+19198780155"
"370","Popeyes",FALSE,3.5,29,"3699 New Bern Ave","27604",35.7975592,-78.5779937,"$","+19198037777"
"371","McDonald's",FALSE,3.5,4,"Triangle Town Center Mall","27616",35.8667908,-78.5738373,"$","+19197922566"
"372","Steak 'n Shake",FALSE,2.5,52,"2840 Millbrook Rd","27604",35.84907,-78.58383,"$","+19198726669"
"373","Wendy's",FALSE,2,14,"7460 Louisburg Rd","27616",35.8756104,-78.5402756,"$","+19197130810"
"374","McDonald's",FALSE,2,8,"6250 Capital Blvd","27616",35.870231,-78.580111,"$","+19198785907"
"375","Big Al's BBQ",FALSE,4,131,"2920 Forestville Rd","27616",35.8941813635801,-78.508016593933,"$$","+19192170653"
"376","Big Al's BBQ Catering",FALSE,4.5,28,"2920 Forestville Rd","27616",35.8941813635801,-78.508016593933,"$","+19192170653"
"377","Twisted Fork",FALSE,3.5,191,"3571 Sumner Blvd","27616",35.8652422190175,-78.5754570841003,"$$","+19197922535"
"378","Bedford Bistro & Bar",FALSE,4,30,"3607 Falls River Ave","27614",35.9298503397603,-78.564833313624,"$$","+19197204482"
"379","Bella Italia",FALSE,3.5,56,"10630 Durant Rd","27614",35.9062009065237,-78.592686758106,"$$","+19196760076"
"380","Wakefield Tavern",FALSE,4,93,"13200 Falls of Neuse Rd","27614",35.9401502667686,-78.5606071670036,"$$","+19195540673"
"381","Toreros Mexican Restaurant",FALSE,4,93,"4721 Atlantic Ave","27604",35.848752843558,-78.602133759373,"$$","+19198739116"
"382","Texas Roadhouse",FALSE,3.5,55,"11440 Capital Boulevard","27587",35.956459,-78.540342,"$$","+19195692119"
"383","My Place",FALSE,3.5,40,"2108 S Main St","27587",35.949661,-78.534071,"$$","+19197615009"
"384","Village Deli and Grill",FALSE,3.5,54,"1849 S Main St","27587",35.9526886,-78.5276639,"$$","+19194531250"
"385","Over the Falls",FALSE,4,154,"419 S Brooks St","27587",35.9750729,-78.5095004,"$$","+19195708588"
"386","China Cary",FALSE,3,9,"2972 Kildaire Farm Rd","27511",35.717456638813,-78.7877587974072,"$$$","+19193635688"
"387","Hibachi China Buffet",FALSE,2.5,99,"111 Shannon Oaks Cir","27511",35.7599602,-78.7839279,"$$","+19193881686"
"388","First China Restaurant",FALSE,3.5,12,"6452 Tryon Rd","27511",35.7441177,-78.7611657,"$","+19198525857"
"389","China Pearl",FALSE,2.5,4,"107 New Waverly Pl","27511",35.7367564737797,-78.7783429026604,NA,"+19198510358"
"390","Taipei 101",FALSE,3.5,122,"121 E Chatham St","27511",35.7874908,-78.7805939,"$$","+19193885885"
"391","Super Asian Buffet",FALSE,2.5,39,"1207 J Kildaire Farm Rd","27511",35.7638016,-78.7821884,"$$","+19194606288"
"392","Pei Wei",FALSE,3,69,"1107 Walnut St.","27511",35.77377,-78.760255,"$","+19193370050"
"393","China Pearl",FALSE,2.5,23,"Swift Creek Shopping Center","27606",35.7445125,-78.7389913,"$","+19198510358"
"394","Orient Garden",FALSE,4,20,"1233 NW Maynard Rd","27513",35.7843275530205,-78.8124169340847,"$$","+19193801323"
"395","China King of Cary",FALSE,3,23,"313 Crossroads Blvd","27511",35.760903,-78.7386887,"$",NA
"396","One China",FALSE,3,14,"764 W Williams St","27502",35.7384663394779,-78.8628183346848,"$","+19193626887"
"397","Korean Garden",FALSE,3,43,"748 E Chatham St","27511",35.79157,-78.76514,"$$","+19193883615"
"398","China One",FALSE,2.5,11,"661 Cary Towne Blvd","27511",35.7757537,-78.7660331,"$","+19194610088"
"399","Lucky 7",FALSE,3.5,34,"906 NE Maynard Rd","27513",35.8014793,-78.7680206,"$","+19193807550"
"400","New China Chinese Restaurant",FALSE,3,24,"949 N Harrison Ave","27513",35.8009316772223,-78.7830501794815,"$","+19193809328"
"401","Cilantro Indian Cafe",FALSE,4.5,190,"107 Edinburgh S Dr","27511",35.736763,-78.797925,"$$","+19192341264"
"402","Holiday Inn Express & Suites Raleigh Sw Nc State",FALSE,4,10,"3741 Thistledown Dr","27606",35.754921,-78.6994019,"$$","+19198540001"
"403","Hilton Garden Inn Raleigh Cary",FALSE,3.5,23,"131 Columbus Ave","27518",35.756407993318,-78.7364124960647,"$$","+19193770440"
"404","Taverna Agora",FALSE,4,171,"326 Hillsborough St","27603",35.7810173034668,-78.6444320678711,"$$","+19198818333"
"405","The Umstead Hotel",FALSE,4.5,121,"100 Woodland Pond Dr","27513",35.8301659406863,-78.7652134895325,"$$$","+19194474000"
"406","Second Empire Restaurant And Tavern",FALSE,4.5,299,"330 Hillsborough St","27603",35.780739,-78.644823,"$$$","+19198293663"
"407","Extended Stay America - Raleigh - Cary - Regency Parkway South",FALSE,2,4,"3100 Regency Parkway","27518",35.7321586608887,-78.7885208129883,"$$$","+18008043724"
"408","The Morning Times",FALSE,4,340,"10 E Hargett St","27601",35.7781155,-78.6387547,"$","+19198361204"
"409","Danny's Bar-B-Que",FALSE,4,116,"311 Ashville Ave","27518",35.73791,-78.78493,"$","+19198515541"
"410","Escazú Artisan Chocolates",FALSE,4.5,117,"936 N Blount St","27604",35.79339467331,-78.635412747012,"$$","+19198323433"
"411","Sugarland",FALSE,3,124,"2031 Cameron St","27605",35.7907043162695,-78.6603617942934,"$$","+19198352100"
"412","Ridgewood Wine & Beer Co",FALSE,4.5,16,"1214 Ridge Rd","27607",35.8031198,-78.6873911,"$$","+19198325232"
"413","Crafty Beer Shop",FALSE,4.5,38,"2005 Fairview Rd","27608",35.8042160704878,-78.6464994065766,"$$","+19196153008"
"414","College Beverage",FALSE,1.5,4,"3006 Hillsborough Street","27607",35.78983,-78.67645,"$$","+19198323778"
"415","FreshBerry Frozen Yogurt Cafe",FALSE,4,24,"2526 Hillsborough St","27607",35.788376,-78.669244,"$","+19198210772"
"416","Smallcakes the Cupcakery",FALSE,2.5,4,"2526 Hillsborough St","27607",35.7879533254129,-78.6696740767212,"$","+19198210772"
"417","Burger King Operations/Kin Restaurants",FALSE,1,1,"3000 Capital Blvd","27604",35.8202209,-78.5920181,NA,"+19198722070"
"418","McDonald's",FALSE,1.5,21,"7100 Gb Alford Hwy","27540",35.6362495422363,-78.8310775756836,"$","+19195524071"
"419","Sonic Drive-In",FALSE,2,21,"700 Cayman Ave","27540",35.6611404,-78.8353424,"$","+19195672555"
"420","Burger King",FALSE,1,1,"1299 N Main St","27526",35.5922088623047,-78.7787322998047,NA,"+19195521045"
"421","Wendy's",FALSE,3,3,"2964 Kildaire Farm Rd","27518",35.7187995910645,-78.7876663208008,"$","+19193635748"
"422","Burger King",FALSE,2,5,"313 Colonades Way","27518",35.7396625627317,-78.778986160206,"$","+19192339855"
"423","Burger King",FALSE,4,1,"801 Village Walk Dr","27540",35.6392097,-78.8345718,"$",NA
"424","Chick-fil-A",FALSE,3.5,24,"1110 Beaver Creek Commons Dr","27502",35.7460876,-78.87402749,"$","+19193032377"
"425","Cook Out",FALSE,3.5,56,"1607 Walnut St","27511",35.7641143798828,-78.7480926513672,"$",NA
"426","Five Guys Burgers and Fries",FALSE,4,33,"712 Southeast Maynard Road","27511",35.7695099,-78.76346,"$","+19194677577"
"427","Five Guys Burgers and Fries",FALSE,3.5,31,"1856 Boulderstone Way","27519",35.7913100796221,-78.8487559307258,"$","+19194651936"
"428","Hampton Inn & Suites Holly Springs",FALSE,4.5,3,"1516 Ralph Stephens Rd","27540",35.636303,-78.83783,"$$","+19195527610"
"429","Ruby Tuesday",FALSE,2.5,38,"131 Crossroads Blvd","27518",35.7617607,-78.7422638,"$$","+19198549990"
"430","Freddy's Frozen Custard & Steakburgers",FALSE,3.5,51,"1705 High House Rd","27513",35.7919456749065,-78.8438128304941,"$","+19193772677"
"431","Burger King",FALSE,1.5,4,"535 Walnut St","27511",35.776371,-78.76876,"$","+19194672678"
"432","Bad Daddy's Burger Bar - Morrisville",FALSE,4,202,"3300 Village Market Pl","27560",35.8079004422651,-78.8189933302029,"$$","+19192970953"
"433","Burger King",FALSE,1,9,"2791 Nc Hwy 55 W","27519",35.786079,-78.871696,"$","+19193870071"
"434","Tacos Mexico Restaurant",FALSE,4,61,"1430 N Main St","27526",35.5932788,-78.7708115,"$","+19195571777"
"435","McDonald's",FALSE,1.5,13,"869 SE Maynard Rd","27511",35.7763214,-78.7646484,NA,"+19194673883"
"436","Carlie C's IGA",FALSE,3,3,"1514 Garner Station Blvd","27603",35.725707023931,-78.6551141738892,"$$",NA
"437","Carlie C's",FALSE,3,9,"4111 New Bern Ave","27610",35.7991649,-78.5674006,"$$","+19192507876"
"438","Pearl Chinese Restaurant",FALSE,3.5,74,"3215 Avent Ferry Rd","27606",35.7668262761724,-78.6949880926174,"$","+19192338776"
