name,is_closed,rating,review_count,location.address1,location.zip_code,coordinates.latitude,coordinates.longitude,price,phone,categories
Hey Clinic,FALSE,5.0,4,3404 Wake Forest Rd,27609,35.8290107,-78.6193273,NA,+19197901717,orthopedists
Jo-Ann Fabric and Craft,FALSE,3.0,13,4412 Falls of Neuse Rd,27609,35.8425868,-78.6111635,$$,+19198768803,"fabricstores,homedecor"
Robert Half Technology,FALSE,5.0,2,4140 Parklake Ave,27612,35.8365288,-78.687912,NA,+19197825111,employmentagencies
Raleigh Orthopaedic Clinic,FALSE,2.0,19,3001 Edwards Mill Rd,27612,35.82282,-78.7084664,NA,+19197193070,orthopedists
Brown Phillips Insurance,FALSE,5.0,2,4940 Windy Hill Dr,27609,35.85076,-78.6076099,NA,+19198740405,insurance
"P Franklin Maness, DDS - Midtown Dental",FALSE,4.0,3,5900 Six Forks Rd,27609,35.8601932,-78.6382639,NA,+19198725262,"generaldentistry,cosmeticsurgeons"
Merchant's Tire & Auto Centers,FALSE,2.0,13,6120 Duraleigh Rd,27612,35.8616333,-78.7122192,NA,+19195710071,"tires,autorepair"
Vivo Italian Ristorante and Market,FALSE,5.0,1,510 Glenwood Ave,27603,35.7863693,-78.6470871,NA,NA,italian
Chick-fil-A,FALSE,4.0,5,1105 Walnut St,27511,35.773409,-78.759942,$$$$,+19193807644,hotdogs
Chick-fil-A,FALSE,4.0,21,1815 Walnut St,27518,35.76000657,-78.74237336,$,+19192331691,hotdogs
Brigs at the Crossing,FALSE,3.5,70,Maynard Crossing Shopping Ctr,27513,35.7847953,-78.8100567,$$,+19194819300,"breakfast_brunch,sandwiches"
Bob Evans Restaurant,FALSE,3.0,21,2001 Walnut St,27511,35.7588,-78.74142,$,+19192336860,tradamerican
Hong Kong Restaurant,FALSE,4.0,16,3490 Kildaire Farm Rd,27511,35.7042962,-78.7947264,$,+19193038439,chinese
Dim Sum House,FALSE,3.0,228,100 Jerusalem Dr,27560,35.8512118,-78.8272016,$$,+19193803087,dimsum
Tropical Picken Chicken Raleigh,FALSE,3.5,58,404 E Six Forks Rd,27609,35.81909,-78.62606,$$,+19197030661,"dominican,puertorican,cuban"
Fitness Connection,FALSE,2.0,62,4120 Main St North Hills,27609,35.8363253889018,-78.6432625019496,NA,+19197871665,"gyms,sports_clubs"
Flying Burrito,FALSE,3.5,192,4800 Grove Barton Rd,27613,35.8710600117558,-78.716058442496,$,+19197852734,"tex-mex,bars,mexican"
Alpaca Peruvian Charcoal Chicken,FALSE,4.5,59,4614 Capital Blvd,27604,35.8465586,-78.579867,$,+19197130000,peruvian
The Rockford,FALSE,4.0,199,320 1/2 Glenwood Ave,27603,35.7847722516483,-78.6472090949938,$$,+19198219020,"sandwiches,newamerican,breakfast_brunch"
Standard Foods,FALSE,4.0,72,205 E Franklin St,27604,35.79040389649,-78.635060993779,$$,+19193074652,newamerican
The Daily Planet Cafe,FALSE,4.0,49,121 W Jones St,27601,35.78237959235,-78.6394715309143,$,+19197078060,"cafes,breakfast_brunch,sandwiches"
Freshii,FALSE,3.5,35,2316 Hillsborough St,27607,35.7875303550477,-78.6666227,$,+19194247900,"vegetarian,salad,juicebars"
Moon Runners Saloon,FALSE,4.0,80,1506 US Hwy 70 W,27529,35.7235573,-78.6463994,$$,+19196625119,southern
Bull City Burger and Brewery,FALSE,4.0,695,107 E Parrish St,27701,35.9954377,-78.8999432,$$,+19196802333,"breweries,burgers,newamerican"
Fullsteam Brewery,FALSE,4.5,362,726 Rigsbee Ave,27701,36.0031355533379,-78.8998214192479,$,+19196822337,"breweries,pubs"
Sawasdee Thai Restaurant,FALSE,3.5,32,110 N Columbia St,27514,35.9134789954483,-79.0558258071542,$$,+19199600440,"japanese,thai,seafood"
The Luxury Box,FALSE,3.5,51,8511 Cantilever Way,27613,35.8844518746297,-78.7378442287445,$$,+19199007955,"newamerican,sportsbars"
Tony's Pizza,FALSE,3.5,41,8111 Rowlock Way,27613,35.88486581832,-78.737842178153,$,+19195713588,"pizza,salad,sandwiches"
Casa Carbone Ristorante Italiano,FALSE,4.0,87,Oak Park Shopping Ctr,27612,35.8543123,-78.7003165,$$,+19197818750,italian
Mandolin,FALSE,4.5,188,2519 Fairview Rd,27608,35.80904,-78.65524,$$$,+19193220365,"southern,newamerican,breakfast_brunch"
Raleigh Grande 16,FALSE,4.0,150,4840 Grove Barton Rd,27613,35.87198,-78.71689,NA,+19197889000,movietheaters
Natural Zen Cleaning,FALSE,5.0,37,,27617,35.9022899067027,-78.7712913869079,NA,+19192464978,"homecleaning,officecleaning"
Stone Theaters - Park West 14,FALSE,4.5,57,3400 Village Market Pl,27560,35.8074785536623,-78.818772476262,NA,+19196530122,movietheaters
JD's Tavern,FALSE,4.0,87,800 W Williams St,27502,35.7392321573351,-78.8642595054042,$$,+19196297285,"tradamerican,sportsbars"
Rookie's Sports Bars - Apex,FALSE,3.5,25,800 W Williams St,27502,35.7396048075543,-78.8654315976184,$$,+19193631899,"sportsbars,pizza,tradamerican"
Doherty's Irish Pub & Restaurant,FALSE,4.0,63,5490 Apex Peakway,27502,35.7373951125599,-78.8646256238037,$$,+19193874100,"irish,gastropubs,irish_pubs"
TGI Fridays,FALSE,2.5,29,2002 Kildaire Farm Rd,27518,35.73836,-78.78074,$$,+19192338883,"bars,tradamerican"
Diced Gourmet Salads & Wraps,FALSE,4.0,34,1377 Kildaire Farm Rd,27511,35.759487,-78.7830851,$$,+19193778572,"salad,vegetarian,sandwiches"
Craft Public House,FALSE,3.0,82,1040 Tryon Village Dr,27518,35.7464647,-78.7448193,$$,+19198519173,"newamerican,salad,soup"
Barry's Cafe,FALSE,4.0,146,2851 Jones Franklin Rd,27606,35.743380084876,-78.737727903289,$,+19198593555,"burgers,breakfast_brunch,tradamerican"
Sbarro,FALSE,2.0,4,1105 Walnut St,27511,35.7737694,-78.7602463,$,+19193809335,pizza
La Cocina,FALSE,4.0,62,1219 Timber Dr E,27529,35.6876564,-78.5764008,$,+19197726999,mexican
Fiesta Mexicana,FALSE,3.5,16,957 Town Center Blvd,27520,35.66357,-78.49932,$,+19195508888,"mexican,bars,seafood"
La Cocina,FALSE,3.5,29,11617 US Hwy 70 W,27520,35.6544418,-78.4746246,$,+19195507323,mexican
La Cocina Mexican Restaurant,FALSE,3.5,65,100 MacGregor Pines Dr,27523,35.7796593,-79.0017776,$$,+19194670780,mexican
On The Border Mexican Grill & Cantina,FALSE,3.5,52,1102 Walnut St.,27511,35.7708299,-78.76324,$$,+19194395030,"mexican,tex-mex"
La Cocina Mexican Restaurant,FALSE,4.5,14,1285 N Brightleaf Blvd,27577,35.5197983,-78.3119583,$,+19199387002,mexican
San Marcos Mexican Restaurant,FALSE,4.5,98,275 N Equity Dr,27577,35.5083248,-78.3203764,$$,+19199342424,mexican
La Cocina De Mama Greta,FALSE,3.5,20,1604 N Market Dr,27609,35.8406792,-78.6101685,$,+19198725360,salvadoran
Brewster's Pub,FALSE,3.5,22,1885 Lake Pine Dr,27511,35.7446313905343,-78.8196086883545,$,+19196501270,pubs
Hollywood Nail Spa,FALSE,4.5,9,2121 TW Alexander Dr,27560,35.9202499,-78.810379,$$,+19199579988,othersalons
Jersey Mike's Subs,FALSE,3.0,4,4542 Capital Boulevard,27604,35.8481827,-78.5800476,$$,+19197907827,"sandwiches,hotdogs,delis"
Fu Kee Express,FALSE,4.5,117,6320 Capital Blvd,27616,35.8711462126417,-78.5787916890415,$,+19198722661,chinese
Jersey Mike's Subs,FALSE,3.0,7,200 West Peace Street,27603,35.78862,-78.64192,$,+19198327972,"sandwiches,hotdogs,delis"
Jason's Deli,FALSE,3.5,46,909 Spring Forest Rd,27609,35.8676,-78.623,$,+19198559898,"sandwiches,delis"
Jersey Mike's,FALSE,4.0,6,6727-C Knightdale Blvd,27545,35.79796,-78.50344,NA,+19192954661,"delis,hotdogs,sandwiches"
Boondini's Sandwich Superstore,FALSE,4.0,44,7403 Six Forks Rd,27615,35.8807731187869,-78.6470522856208,$,+19198482487,sandwiches
Firehouse Subs,FALSE,3.5,4,7901 Falls of Neuse Rd.,27615,35.8935204,-78.6278381,$$,+19193220384,"hotdogs,delis,sandwiches"
Jersey Mike's Subs,FALSE,4.5,4,2712 Hillsborough Street,27607,35.7888794,-78.6717072,$,+19196153157,"sandwiches,hotdogs,delis"
Starbucks,FALSE,4.5,13,6176 Falls Of Neuse Rd,27609,35.8665695,-78.6201706,$$,+19198739615,coffee
Hardee's,FALSE,2.0,11,5601 Creedmoor Rd,27612,35.858139,-78.6810684,$,+19197814332,hotdogs
Hardee's,FALSE,2.0,5,8805 Six Forks Rd,27615,35.9002,-78.65232,$,+19198481444,"hotdogs,burgers"
NC State Fair,FALSE,4.0,89,1025 Blue Ridge Rd,27607,35.79567,-78.71228,NA,+19198217400,localflavor
Hardee's Hamburgers,FALSE,4.5,2,5639 Hillsborough St,27606,35.7858505,-78.7226563,$,+19198590607,"hotdog,burgers"
Red Robin Gourmet Burgers,FALSE,2.5,94,7860 Alexander Promenade Place,27617,35.9141366,-78.7791177,$$,+19199572880,"burgers,tradamerican"
WBBB Radio 96.1,FALSE,2.5,5,3012 Highwoods Blvd,27604,35.8197899,-78.6030121,NA,+19198609600,radiostations
Riccis Pizzeria,FALSE,4.0,69,5217 Sunset Lake Rd,27540,35.6667063,-78.7979654,$$,+19193638852,"pizza,italian,sandwiches"
Camos Brothers Pizza,FALSE,3.0,16,2916 N Main St,27526,35.6161385,-78.7341385,$$,+19192853749,"pizza,italian"
Crazy Fire Mongolian Grill and Sushi,FALSE,3.0,55,3611 Spring Forest Rd,27616,35.85591,-78.57981,$$,+19198723575,mongolian
Hampton Inn,FALSE,3.5,15,3621 Spring Forest Rd,27616,35.8559494,-78.578949,$$,+19198727111,hotels
Redbowl Asian Bistro,FALSE,3.0,85,6360 Plantation Center Dr,27616,35.8722969356463,-78.5812564555767,$$,+19197909222,"asianfusion,sushi"
Hibachi Grill and Supreme Buffet,FALSE,3.0,51,3131 Capital Blvd,27604,35.8234884054229,-78.5911142803566,$,+19198785888,"buffets,chinese,sushi"
P F Chang's China Bistro,FALSE,4.0,120,Crabtree Valley Mall,27612,35.8401814884114,-78.6786037129669,$$,+19197877754,"chinese,asianfusion,gluten_free"
Quiznos,FALSE,4.0,11,6605 Falls of Neuse Rd,27615,35.8735258,-78.6226524,$,+19196761909,"hotdogs,sandwiches"
Comfort Suites Arena,FALSE,4.0,7,1200 Hurricane Alley Way,27607,35.797581,-78.724954,$$,+19198540502,hotels
Wingate By Wyndham,FALSE,3.5,16,Chapel Hill Rd. & Corporate Ce,27607,35.7896179427151,-78.7435771340527,$$,+18885953511,hotels
Ramada Raleigh,FALSE,3.5,12,1520 Blue Ridge Rd.,27607,35.80135,-78.70568,$$,+19198324100,hotels
Spirits Pub & Grub,FALSE,3.5,104,701 E Chatham St,27511,35.792008,-78.7656188,$$,+19194627001,"pubs,burgers"
Fairfield Inn & Suites Raleigh Crabtree Valley,FALSE,3.0,17,2201 Summit Park Lane,27612,35.8341293,-78.6748962,$$,+19198819800,hotels
TownePlace Suites Raleigh Cary/Weston Parkway,FALSE,3.0,13,120 Sage Commons Way,27513,35.8276899,-78.80574,$$,+19196780005,hotels
Comfort Inn & Suites Crabtree Valley,FALSE,2.0,8,6209 Glenwood Ave,27612,35.856402,-78.704193,$$,+19197821112,hotels
Residence Inn Raleigh Midtown,FALSE,3.5,19,1000 Navaho Dr,27609,35.8275099,-78.62401,$$,+19198786100,hotels
Courtyard Raleigh Crabtree Valley,FALSE,3.5,8,3908 Arrow Dr,27612,35.8349304,-78.6736374,$$,+19197826868,hotels
Jack's Seafood & Soul Food Restaurant,FALSE,4.0,22,1516 New Bern Ave,27610,35.7797089,-78.6163406,$,+19197551551,"seafood,southern,soulfood"
LongHorn Steakhouse,FALSE,3.0,24,300 Conservation Rd,27529,35.69746,-78.582837,$$,+19197727707,"steak,tradamerican,bbq"
Jack's Seafood and Soul Food,FALSE,2.0,5,5416 Rock Quarry Rd,27610,35.73196,-78.5601,$$,+19193298125,"seafood,soulfood"
Logan's Roadhouse,FALSE,3.0,54,1000 Timber Dr E,27529,35.68894,-78.58105,$$,+19193299340,"bbq,tradamerican,steak"
Tripps Restaurant,FALSE,3.5,47,1428 Garner Station Blvd,27603,35.72548,-78.65213,$$,+19196613558,"tradamerican,steak"
Outback Steakhouse,FALSE,3.0,50,845 US Hwy 70 W,27529,35.7133297,-78.6282758,$$,+19193299211,steak
Rye Bar & Southern Kitchen,FALSE,3.5,109,500 Fayetteville St,27601,35.7735901,-78.6399689,$$,+19192273370,"southern,newamerican,seafood"
Kickback Jack's,FALSE,3.0,82,1405 Garner Station Blvd,27603,35.72437,-78.65237,$$,+19198035068,"tradamerican,sportsbars"
A'Nets Katch,FALSE,4.0,41,2009 Village Park Dr,27545,35.7973137,-78.4923553,$,+19192170133,seafood
City Barbeque,FALSE,4.0,90,110 Cabela Dr,27529,35.6984789,-78.5840416,$$,+19192582009,bbq
Alexander's Mediterranean Cuisine,FALSE,4.5,81,263 Timber Dr,27529,35.685217081536,-78.606654179888,$$,+19197791183,"mediterranean,greek,breakfast_brunch"
Moe's Southwest Grill,FALSE,3.0,19,168 Shenstone Blvd,27529,35.6941558,-78.5821749,$,+19197790311,"mexican,tex-mex"
Triangle Food Tour,FALSE,5.0,17,201 Preston Arbor Ln,27513,35.80535,-78.84736,NA,+19193195674,tours
Kobe Japanese Steak House & Sushi Bar,FALSE,3.0,46,820 Gulley Dr,27520,35.6669249,-78.4965639,$$,+19193599060,"sushi,japanese,steak"
Primavera Pizza,FALSE,2.5,30,160 Shenstone Ln,27529,35.694365,-78.582122,$$,+19195169502,"pizza,pastashops"
Carolina Ale House,FALSE,2.5,50,400 Conservation Rd,27529,35.6964375683832,-78.5812503539463,$$,+19197722646,"newamerican,chicken_wings,sportsbars"
Mannings Restaurant,FALSE,3.5,68,406 E Main St,27520,35.6504936,-78.4562912,$$,+19195857005,"newamerican,tradamerican,sandwiches"
Panera Bread,FALSE,2.5,9,15 Cabela Dr,27529,35.6975690760349,-78.5827981308103,$$,+19193345762,"salad,soup,sandwiches"
Saks Deli,FALSE,4.5,35,876 Gulley Dr,27520,35.6669548,-78.4973183,$,+19195508100,"delis,tradamerican"
Blaze Fast-Fire'd Pizza,FALSE,3.5,35,140 Cabela Dr.,27529,35.6975868259513,-78.5827229981476,$,+19197721021,"salad,pizza,hotdogs"
Moe's Southwest Grill,FALSE,3.0,11,1016 A Shoppes At Midway Plantation,27545,35.798183,-78.5050029,$,+19192661018,"mexican,tex-mex"
El Senor,FALSE,4.0,55,2001 Wide Waters Pkwy,27545,35.7951202,-78.5051575,$,+19192610808,mexican
MEZ Contemporary Mexican,FALSE,3.5,279,5410 Page Rd,27703,35.8794535231835,-78.8472032546997,$$,+19199411630,mexican
O'Charley's Restaurant & Bar,FALSE,2.5,59,8115 Brier Creek Pkw,27617,35.9099312,-78.7835693,$$,+19194844038,"tradamerican,breakfast_brunch"
Brixx Wood Fired Pizza,FALSE,4.0,194,8511 Brier Creek Pkwy,27617,35.9057239,-78.7858036,$$,+19192460640,pizza
Harris Teeter,FALSE,3.0,7,750 W Williams St,27502,35.737624635532804,-78.8628527810379,$$,+19193623782,"drugstores,grocery"
Electric Beanz Coffee Bar,FALSE,4.5,25,8109 Fayetteville Rd,27603,35.6644346,-78.7006912,$,+19197723269,coffee
Care First Animal Hospital at Oberlin,FALSE,4.0,22,1216 Oberlin Rd,27608,35.8000908,-78.6596222,NA,+19198323107,"vet,pet_sitting,pet_training"
Bojangles'famous Chicken'n Biscuits,FALSE,4.0,1,3808 Western Blvd,27606,35.7852097,-78.6887436,$,+19196648613,restaurants
The Flying Biscuit,FALSE,3.5,361,2016 Clark Ave,27605,35.7895915952155,-78.6598751410697,$$,+19198336924,"tradamerican,breakfast_brunch,comfortfood"
Food Lion,FALSE,3.0,4,405 S Main St,27571,35.91731,-78.46505,NA,+19195544018,grocery
Lowes Foods,FALSE,4.0,7,8440 Louisburg Rd,27616,35.8933912842944,-78.5096589212769,$$,+19192661031,"grocery,beer_and_wine,chicken_wings"
Lowes Foods,FALSE,4.5,8,932 Gateway Commons Cir,27587,35.9680226,-78.4957433,$$,+19195540537,"grocery,beer_and_wine,meats"
Harris Teeter,FALSE,4.0,14,14520 John Rex Blvd,27614,35.9469622,-78.5428176,$$,+19195544167,"grocery,drugstores,flowers"
Griffin Wing Productions,FALSE,5.0,1,NA,27617,35.9041743,-78.8058426,NA,+13364621103,"videographers,videofilmproductions"
Bruno Restaurant,FALSE,3.5,64,11211 Galleria Ave,27614,35.9486374146675,-78.5429978370667,$$$,+19194356640,"seafood,steak,italian"
Simonetti Floor Contracting,FALSE,5.0,5,,,35.99542,-78.89644,NA,+19199498300,"flooring,refinishing"
Cara Pierce - Fonville Morisey Realty,FALSE,5.0,1,8100 Creedmoor Rd,27613,35.8977394,-78.68013,NA,+19192746593,realestateagents
Food Lion,FALSE,3.0,6,7440 Louisburg Rd,27616,35.874649,-78.5398026,NA,+19198751394,delis
Food Lion Store,FALSE,2.5,2,13200 New Falls of Neuse,27614,35.9415474,-78.5610352,$,+19195628912,grocery
Charlie's Kabob Grill,FALSE,4.5,86,12235 Capital Blvd,27587,35.980263136602,-78.5415071464269,$,+19195540938,"mideastern,mediterranean,greek"
Food Lion,FALSE,3.0,4,1121 Falls River Ave,27614,35.9060287,-78.5894012,$$,+19198471640,grocery
PTA Pizza & Hoagie,FALSE,2.5,11,12277 Capital Blvd,27587,35.9820037,-78.5390279,$,+19195541400,"pizza,sandwiches"
Brier Creek Beer Garden,FALSE,3.0,85,8521 Brier Creek Pkwy,27617,35.9055440833746,-78.7844287880252,$$,+19197483900,"gastropubs,beergardens,newamerican"
Carolina Ale House,FALSE,3.0,93,500 Glenwood Ave,27603,35.7864167205057,-78.6470824863646,$$,+19198352222,"sportsbars,tradamerican"
Tilted Kilt Pub & Eatery,FALSE,2.5,68,4516 Falls Of Neuse Rd.,27609,35.8437309,-78.6130676,$$,+19197908898,"tradamerican,sportsbars,pubs"
Buffalo Brothers Pizza & Wing,FALSE,3.5,61,3111 Capital Blvd,27604,35.822315,-78.589749,$$,+19198784800,"tradamerican,pizza,chicken_wings"
TGI Fridays,FALSE,2.0,46,4209 Wake Forest Rd,27609,35.83908,-78.61317,$$,+19198725542,"tradamerican,bars"
Mia Francesca,FALSE,3.5,117,4100 Main at North Hills St,27609,35.8362631433577,-78.6439141880884,$$,+19192781525,"italian,breakfast_brunch"
Sawmill Tap Room,FALSE,3.0,65,7701 Lead Mine Rd,27615,35.88502,-78.66034,$$,+19198457889,"burgers,tradamerican,beerbar"
Third Place Coffee House,FALSE,4.0,71,1811 Glenwood Ave,27608,35.8050458652885,-78.6466162750672,$,+19198346566,"coffee,sandwiches,bagels"
Starbucks,FALSE,2.5,10,4325 Glenwood Ave,27612,35.8386154,-78.6751251,$,+19197880656,coffee
The Knight Kaffee,FALSE,4.0,17,1803 Glenwood Ave,27608,35.8047278,-78.6464096,$,+19198348337,"coffee,mediterranean,lebanese"
Starbucks,FALSE,2.5,4,4160 Main St,27609,35.8373038,-78.6426103,$,+19194200514,coffee
BREW Coffee Bar,FALSE,4.5,91,111 Seaboard Ave,27604,35.78861,-78.64017,$,+19194005473,"coffee,bars"
Larry's Coffee,FALSE,5.0,12,1507 Gavin St,27608,35.8035011,-78.6340408,$$,+19198281234,coffee
Starbucks,FALSE,4.0,14,7498 Creedmoor Rd,27613,35.8877963574132,-78.6787346856589,$$,+19198460633,coffee
The Full Moon Oyster Bar,FALSE,4.0,208,1600 Village Market Pl,27560,35.8063688,-78.8153218,$$,+19193789524,"seafood,raw_food"
Jujube,FALSE,4.0,149,1201 Raleigh Rd,27517,35.90863,-79.02584,$$,+19199600555,asianfusion
Buffalo Brothers,FALSE,3.0,117,4025 Lake Boone Trl,27607,35.8154678,-78.6965332,$$,+19197824949,"sportsbars,tradamerican"
Red Hot & Blue,FALSE,3.5,95,6615 Falls of Neuse Rd,27615,35.87325086786,-78.623930829361,$$,+19198467427,"bbq,bars,seafood"
Big Boss Taproom,FALSE,4.0,68,1249A Wicker Dr,27604,35.8100351713808,-78.6171076084595,$,+19198340045,beerbar
Elixir Coffee,FALSE,4.0,25,2000 Boulderstone Way,27519,35.79157,-78.84859,$,+19193883783,"coffee,breakfast_brunch,sandwiches"
Wake Zone Espresso,FALSE,4.5,68,6108 Old Jenks Rd,27523,35.7536659,-78.849411,$,+19192674622,coffee
Duck Donuts,FALSE,4.5,206,100 Wrenn Dr,27511,35.76514,-78.784,$,+19194688722,donuts
Starbucks,FALSE,3.0,25,2840 NC Hwy 55,27519,35.789710384574,-78.870058309625,$,+19193873482,coffee
Fresca Cafe and Gelato,FALSE,3.5,145,302 Colonades Way,27518,35.7381390090746,-78.7778472879895,$,+19198518171,"coffee,cafes,gelato"
Starbucks,FALSE,4.5,3,940 US 64 Hwy W,27523,35.74561,-78.82196,$$,+19193801422,coffee
Starbucks,FALSE,3.5,13,8204 Tryon Woods Dr,27518,35.7469177,-78.7417221,$,+19198516439,coffee
Shish Kabob,FALSE,4.0,55,438 Fayetteville St,27601,35.7744809614877,-78.6396532369622,$,+19198334005,"mediterranean,greek,mideastern"
City Plaza,FALSE,4.0,11,400 block Fayetteville St,27601,35.774440581777,-78.63941311257,NA,NA,landmarks
Tasty II Chinese Restaurants,FALSE,1.5,11,2119 Lejeune Blvd,28546,34.7414513,-77.3667908,$,+19103559922,chinese
Tasty Beverage Company,FALSE,4.5,98,327 W Davie St,27601,35.77512,-78.64488,$$,+19198282789,"beer_and_wine,beerbar"
Calavera Empanadas And Tequila,FALSE,4.0,294,444 S Blount St,27601,35.7753577039196,-78.636948957771,$,+19196171661,"latin,bars"
Life Time Fitness,FALSE,3.5,81,1700 Regency Pkwy,27518,35.733659,-78.787085,NA,+19194677779,"gyms,sports_clubs,healthtrainers"
Dunkin' Donuts,FALSE,2.0,9,4415 Falls of Neuse Rd,27609,35.8417176029815,-78.6125540247755,NA,+19198769700,"coffee,donuts"
Dunkin' Donuts,FALSE,2.5,10,5265 Six Forks Rd,27609,35.8528819,-78.6428804,$,+19195711303,"donuts,coffee"
Biryani House,FALSE,3.0,61,744 E Chatham St,27511,35.79077,-78.76691,$$,+19194690006,"indpak,pakistani"
Biryani Xprx Express,FALSE,4.5,60,748 E Chatham St,27511,35.79157,-78.76514,$$,+19193771801,"indpak,chinese"
Himalayan Range Nepali Restaurant,FALSE,4.5,85,910 NE Maynard Rd,27513,35.801472,-78.7680066,$$,+19193789586,himalayan
Kababish Cafe,FALSE,4.5,104,201 W Chatham St,27511,35.7865791,-78.7838364,$$,+19193778794,"pakistani,indpak"
Himalayan Nepali Cuisine,FALSE,4.0,162,746 E Chatham St,27511,35.7915214602643,-78.7663589200904,$,+19194660550,"himalayan,indpak"
Maximillians,FALSE,3.5,101,8314 Chapel Hill Rd,27513,35.7918673,-78.7765576,$$$,+19194652455,"newamerican,wine_bars"
Udupi Cafe,FALSE,4.0,147,590 E Chatham St,27511,35.79106,-78.76863,$$,+19194650898,"vegetarian,indpak"
Kabab & Grill,FALSE,3.0,29,914 Kildaire Farm Rd,27511,35.77335,-78.78206,$$,+19196519608,"halal,indpak,pakistani"
Madras Dosa & Curry,FALSE,3.5,33,740 E Chatham St,27511,35.7916679,-78.7658081,$$,+19194639130,indpak
Kabab and Curry,FALSE,4.0,101,2418 Hillsborough St,27607,35.7877543,-78.6675567,$$,+19199776974,indpak
Kadhai The Indian Wok,FALSE,4.0,130,6260-112 Glenwood Ave,27612,35.8590527560536,-78.7036806097751,$$,+19197859730,indpak
Desi Mazaa,FALSE,4.0,4,212 Grande Heights Dr,27513,35.8040379752109,-78.7795438617468,$$,+18644921516,"indpak,halal,pakistani"
El Tapatio Mexican Restaurant,FALSE,4.0,55,4511 New Bern Ave,27610,35.79875,-78.55937,$,+19192559161,mexican
La Tapatia,FALSE,5.0,3,1700 Saint Albans Dr,27609,35.83291,-78.6106,$$,+19199544816,grocery
El Tapatio,FALSE,4.0,39,13200 Falls Of Neuse Rd,27587,35.9318,-78.5816399,$$,+19195549676,mexican
La Perla Tapatia,FALSE,4.0,20,126 S Winstead Ave,27804,35.9624413558677,-77.8495715669681,$$,+12524510808,mexican
Torero's,FALSE,3.5,12,904 N Madison Blvd,27573,36.407218944312,-78.9754409122808,$$,+13365998022,mexican
Sub Conscious,FALSE,3.5,41,3209 Hillsborough St,27607,35.79046,-78.67979,$,+19198333535,sandwiches
Subway,FALSE,4.5,4,2808 Hillsborough St,27607,35.78961,-78.67447,$,+19198347407,"sandwiches,hotdogs"
Subway,FALSE,4.0,1,3225 Avent Ferry Rd,27606,35.7676849,-78.6958313,NA,+19198592121,"sandwiches,hotdogs"
Subway,FALSE,2.5,5,2020 Hillsborough St,27607,35.7865791,-78.6627121,$,+19193222015,"sandwiches,hotdogs"
Subway,FALSE,2.0,6,3940 Western Blvd,27606,35.78456,-78.6934799,$,+19198286518,"sandwiches,hotdogs"
Which Wich,FALSE,4.0,13,413 Woodburn Rd,27605,35.7898160719431,-78.6596756469817,$,+19198339424,sandwiches
Subway,FALSE,4.0,5,311 Crossroads Blvd,27518,35.7612293,-78.7380951,$,+19198519594,"sandwiches,hotdogs"
Best Steak and Sub,FALSE,4.0,33,323 Crossroads Blvd,27518,35.7610468,-78.7377725,$,+19192331388,"sandwiches,hotdog"
Roly Poly,FALSE,3.5,23,4040 Ed Dr,27612,35.82518,-78.70322,$,+19197850441,sandwiches
Subway,FALSE,1.5,6,706 W Peace St,27605,35.7888603,-78.6493225,$,+19198340605,"hotdogs,sandwiches"
Jimmy John's,FALSE,2.5,14,2316 Hillsborough St,27607,35.7877,-78.66665,$,+19198283278,sandwiches
Subway,FALSE,1.5,3,1709 Lake Wheeler Rd,27603,35.760128,-78.6620255,$$,+19198284231,"sandwiches,hotdogs"
Jimmy John's,FALSE,3.0,23,437 Fayetteville St,27601,35.774576538081,-78.63921401296,$,+19197540101,sandwiches
Rudino's Sports Corner,FALSE,3.0,53,Olde Raleigh Village,27612,35.825444,-78.706956,$$,+19197864235,"sandwiches,pizza,sportsbars"
Saltbox Seafood Joint,FALSE,4.0,185,608 N Mangum St,27701,35.9999504,-78.8960724,$$,+19199088970,seafood
Teddy's New Yorker Pizza,FALSE,2.5,21,5563 Western Blvd,27606,35.7841187,-78.7205124,$$,+19192339144,pizza
Red Lobster,FALSE,3.0,50,1805 Walnut Street,27511,35.76084,-78.7429499,$$,+19198516806,"seafood,tradamerican"
Rosati's Pizza,FALSE,3.5,152,3605 Davis Dr,27560,35.8210657025606,-78.8495328076703,$$,+19193807000,"pizza,italian"
Papa John's Pizza,FALSE,2.5,7,6470 Tryon Rd,27511,35.74432,-78.7613499,$$,+19198515656,pizza
Marco's Pizza,FALSE,3.5,13,2906 Hillsborough St,27607,35.7894783,-78.675354,$,+19198328889,pizza
Domino's Pizza,FALSE,4.0,6,1187 W Chatham St,27513,35.7710473,-78.8069005,$,+19194674222,"pizza,chicken_wings,sandwiches"
Domino's Pizza,FALSE,3.5,5,2881 Jones Franklin Rd,27606,35.7442799273123,-78.7366517634038,NA,+19192350808,"chicken_wings,pizza,sandwiches"
Domino's Pizza,FALSE,2.0,5,9825E Chapel Hill Rd,27560,35.81054,-78.81706,$$,+19193197000,"pizza,chicken_wings,sandwiches"
Domino's Pizza,FALSE,4.0,11,4112 Pleasant Valley Rd,27612,35.86043,-78.70472,$$,+19197835500,"pizza,chicken_wings,sandwiches"
Domino's Pizza,FALSE,2.0,7,1367 SE Maynard Rd,27511,35.7884202,-78.7640383,NA,+19194691115,"chicken_wings,pizza,sandwiches"
