,name,id,is_closed,rating,review_count,location.address1,location.zip_code,coordinates.latitude,coordinates.longitude,price,phone,categories
4,Cameron Bar and Grill,cameron-bar-and-grill-raleigh,FALSE,3.5,129,2018 Clark Ave,27605,35.78954866,-78.66007263,$$,19197552231,"bars,tradamerican"
5,Neomonde Bakery & Deli,neomonde-bakery-and-deli-raleigh,FALSE,4.5,334,3817 Beryl Rd,27607,35.793248,-78.690182,$,19198281628,"bakeries,delis,mediterranean"
6,Community Deli,community-deli-raleigh,FALSE,4,21,901 Oberlin Rd,27605,35.79562,-78.66124,$,19198966810,"delis,burgers,hotdog"
7,Fifi's Fine Resale,fifis-fine-resale-raleigh,FALSE,3,23,Cameron Village Shopping Ctr,27605,35.7910309,-78.6609701,$$,19198035414,vintage
8,Sitti,sitti-raleigh,FALSE,4,553,137 S Wilmington St,27601,35.77840543,-78.63813523,$$,19192394070,mideastern
9,Cafe Carolina and Bakery,cafe-carolina-and-bakery-raleigh-2,FALSE,3.5,79,401 Daniels St,27605,35.78918,-78.66147,$,19198217117,"bakeries,sandwiches,cafes"
10,Noodles & Company,noodles-and-company-raleigh,FALSE,3.5,54,403 Daniels St,27605,35.78943599,-78.66155693,$,19197550282,noodles
11,Mitch's Tavern,mitchs-tavern-raleigh,FALSE,4,154,2426 Hillsborough St,27607,35.7877876,-78.6676991,$,19198217771,"pubs,tradamerican"
12,Moe's Southwest Grill,moes-southwest-grill-raleigh,FALSE,2.5,19,506 Daniels St,27605,35.7909534,-78.6610451,$,19196646637,"tex-mex,mexican"
13,NOFO @ the Pig,nofo-the-pig-raleigh-2,FALSE,3.5,169,2014 Fairview Rd,27608,35.8050799,-78.64689,$$,19198211240,"gourmet,newamerican,breakfast_brunch"
14,Raleigh Beer Garden,raleigh-beer-garden-raleigh,FALSE,3.5,345,614 Glenwood Ave,27603,35.78806,-78.64671,$$,19193243415,beergardens
15,Harris Teeter,harris-teeter-raleigh,FALSE,3.5,31,500 Oberlin Rd,27605,35.79141352,-78.66214592,$$,19198289216,grocery
16,The Fresh Market,the-fresh-market-raleigh,FALSE,3,37,400 Woodburn Rd,27605,35.78963496,-78.65857301,$$,19198287888,"grocery,gourmet"
17,Harris Teeter,harris-teeter-raleigh-8,FALSE,4,6,2603 Glenwood Ave,27608,35.8154984,-78.6605911,$$,19197875526,"grocery,drugstores"
18,Cafe Carolina and Bakery,cafe-carolina-and-bakery-raleigh-4,FALSE,2.5,9,150 Fayetteville St,27601,35.77872,-78.6397,$,19198349117,"sandwiches,bakeries,breakfast_brunch"
19,Harris Teeter,harris-teeter-raleigh-7,FALSE,4,19,120-100 St Alban's Rd,27609,35.8383139,-78.639811,$$,19197814165,"grocery,drugstores"
20,Harris Teeter,harris-teeter-raleigh-11,FALSE,1.5,9,5563 Western Blvd,27606,35.784126,-78.72051,$$$,19198590110,"grocery,drugstores"
1,Panda Wok,panda-wok-raleigh,FALSE,3,39,8521 Cantilever Way,27613,35.88459922,-78.73806645,$,19197922588,chinese
2,Pei Wei,pei-wei-raleigh-3,FALSE,3.5,90,10251 Little Brier Creek Ln,27617,35.91161131,-78.78490761,$,19194844113,"chinese,gluten_free,asianfusion"
3,Chinatown Express,chinatown-express-raleigh-2,FALSE,2,44,5800 Duraleigh Rd,27612,35.8568535,-78.7122498,$$,19197821111,chinese
4,Spring Rolls,spring-rolls-raleigh-2,FALSE,4,39,5433 Wade Park Boulevard,27607,35.80698,-78.73032,$$,19198031118,"asianfusion,chinese,sushi"
5,C&T Wok,c-and-t-wok-morrisville,FALSE,4,369,130 Morrisville Sq Way,27560,35.8199044,-78.8290908,$$,19194678860,"chinese,thai"
1,Pullen Park,pullen-park-raleigh,FALSE,4.5,88,408 Ashe Ave,27617,35.780658,-78.664301,NA,19198316468,"playgrounds,amusementparks"
2,Pullen Place,pullen-place-raleigh,FALSE,3.5,10,520 Ashe Ave,27606,35.77941615,-78.66318509,$,19198297180,"sandwiches,gluten_free,soup"
3,FreshBerry Frozen Yogurt Cafe,freshberry-frozen-yogurt-cafe-raleigh,FALSE,4,24,2526 Hillsborough St,27607,35.788376,-78.669244,$,19198210772,icecream
4,David's Dumpling & Noodle Bar,davids-dumpling-and-noodle-bar-raleigh,FALSE,4,375,1900 Hillsborough St,27607,35.78585154,-78.66142563,$$,19192394536,noodles
5,Pullen Aquatic Center,pullen-aquatic-center-raleigh,FALSE,4,4,410 Ashe Ave,27606,35.7788251,-78.6627368,NA,19199966197,swimmingpools
6,Pullen Arts Center,pullen-arts-center-raleigh,FALSE,5,2,105 Pullen Rd,27607,35.7830299,-78.66515,$$,19199966126,"artschools,galleries"
7,Theatre In The Park,theatre-in-the-park-raleigh,FALSE,4.5,4,107 Pullen Rd,27607,35.78417532,-78.66262545,NA,19198316058,"parks,theater"
8,Bojangles,bojangles-raleigh,FALSE,3.5,60,3808 Western Blvd,27606,35.78521,-78.68874,$,19196648613,"hotdogs,chicken_wings"
9,Cook Out,cook-out-raleigh-3,FALSE,4,84,3930 Western Blvd,27606,35.78482,-78.69305,$,NA,"burgers,hotdogs"
10,Mosaic Wine Lounge,mosaic-wine-lounge-raleigh,FALSE,4,80,517 W Jones St,27603,35.78278275,-78.64707272,$$,19198295886,"wine_bars,danceclubs,hookah_bars"
11,Sammy's Tap & Grill,sammys-tap-and-grill-raleigh,FALSE,2.5,85,2235 Avent Ferry Rd,27606,35.77748,-78.67799,$$,19197553880,"sportsbars,tradamerican"
12,Subway,subway-raleigh-16,FALSE,1.5,6,706 W Peace St,27605,35.7888603,-78.6493225,$,19198340605,"hotdogs,sandwiches"
13,Monkey Joes,monkey-joes-raleigh,FALSE,3.5,22,6220 Glenwood Ave,27612,35.8563649,-78.7024265,NA,19195106979,"amusementparks,arcades"
14,Taxi Taxi of Raleigh,taxi-taxi-of-raleigh-raleigh,FALSE,2.5,36,541 Pylon Dr,27606,35.791756,-78.702427,NA,19193333333,taxis
15,Lake Johnson Park,lake-johnson-park-raleigh,FALSE,4.5,71,4601 Avent Ferry Rd,27606,35.7628072,-78.7142491,NA,19192332121,"parks,boating,lakes"
16,Raleigh Flea Market,raleigh-flea-market-raleigh,FALSE,4,57,1025 Blue Ridge Rd,27607,35.79567,-78.71228,$,19198993532,"antiques,jewelry,farmersmarket"
17,Fred Fletcher Park,fred-fletcher-park-raleigh,FALSE,4,5,802 Clay Street,27605,35.790849,-78.6502049,NA,,parks
1,Los Tres Magueyes,los-tres-magueyes-holly-springs,FALSE,3,34,120 Bass Lake Rd,27540,35.6542702,-78.8240356,$,19195526272,mexican
2,Los Tres Magueyes,los-tres-magueyes-fuquay-varina,FALSE,3.5,22,401 Wake Chapel Rd,27526,35.590722,-78.8000689,$$,19195523957,mexican
3,La Rancherita Mexican Restaurant,la-rancherita-mexican-restaurant-apex,FALSE,4,69,102 N Salem St,27502,35.7308083,-78.8513489,$$,19193032448,mexican
4,La Cocina Mexican Restaurant,la-cocina-mexican-restaurant-apex,FALSE,3.5,65,100 MacGregor Pines Dr,27523,35.7796593,-79.0017776,$$,19194670780,mexican
5,Los Tres Magueyes,los-tres-magueyes-cary,FALSE,3.5,74,110 SW Maynard Rd,27511,35.77218,-78.78313,$,19194608757,mexican
6,Torero's Mexican Restaurant,toreros-mexican-restaurant-cary,FALSE,3.5,111,1207 Kildaire Farm Rd,27511,35.7638016,-78.7821884,$$,19194688711,mexican
7,Los Tres Magueyes,los-tres-magueyes-morrisville-2,FALSE,3.5,106,9605 Chapel Hill Rd,27560,35.80638,-78.81161,$$,19194819002,mexican
8,Los Tres Magueyes,los-tres-magueyes-raleigh,FALSE,3.5,98,10410 Moncreiffe Rd,27617,35.9002219,-78.7929915,$$,19194849258,mexican
9,Bravo's Mexican Grill,bravos-mexican-grill-cary,FALSE,3.5,91,208 Grande Heights Dr,27513,35.8040237,-78.7797165,$$,19194813811,mexican
10,Mi Cancun,mi-cancun-morrisville,FALSE,4.5,176,1106 Grace Park Dr,27560,35.82000108,-78.84572707,$$,19196501718,mexican
11,Los Portales Mexican Restaurant,los-portales-mexican-restaurant-durham,FALSE,3,90,6905 Fayetteville Rd,27713,35.90429456,-78.9367062,$,19195449247,mexican
12,Sol Azteca Mexican Restaurant,sol-azteca-mexican-restaurant-morrisville,FALSE,3.5,53,120 Morrisville Square Way,27560,35.8200879,-78.8290087,$$,19194657320,mexican
13,El Rodeo Mexican Restaurant,el-rodeo-mexican-restaurant-raleigh-3,FALSE,4,71,329 S Blount St,27601,35.77568,-78.63625,$,19198290777,mexican
14,El Tapatio Mexican Restaurant,el-tapatio-mexican-restaurant-raleigh,FALSE,4,55,4511 New Bern Ave,27610,35.79875,-78.55937,$,19192559161,mexican
15,Los Tres Magueyes,los-tres-magueyes-wake-forest,FALSE,3,26,12400 Wake Union Church Rd,27587,35.98314,-78.53908,$,19195542554,mexican
16,Los Tres Magueyes,los-tres-magueyes-cary-4,FALSE,3.5,31,10120 Green Level Church Rd,27519,35.81989027,-78.90095921,$$,19192675444,mexican
17,San Jose's Tacos & Tequila,san-joses-tacos-and-tequila-raleigh,FALSE,3.5,103,7961 Skyland Ridge Pkwy,27617,35.9140882,-78.7821063,$$,19199571400,mexican
18,San Jose Mexican Restaurant,san-jose-mexican-restaurant-raleigh,FALSE,3.5,115,5811 Poyner Village Pkwy,27616,35.8638763,-78.570549,$$,19197901919,mexican
19,El Senor,el-senor-knightdale,FALSE,4,55,2001 Wide Waters Pkwy,27545,35.7951202,-78.5051575,$,19192610808,mexican
20,Los Tres Magueyes,los-tres-magueyes-rolesville,FALSE,4,14,411 S Main St,27571,35.91681,-78.46552,$,19195621669,mexican
1,Little Tokyo Japanese Restaurant,little-tokyo-japanese-restaurant-cary,FALSE,4,98,1401 SE Maynard Rd,27511,35.7899818,-78.764267,$$,19194675011,"japanese,sushi"
2,Yuri Japanese Restaurant,yuri-japanese-restaurant-cary,FALSE,4,243,1361 Kildaire Farm Rd,27511,35.75951919,-78.78167715,$$,19194810068,"sushi,japanese"
3,Rancho Grande,rancho-grande-cary,FALSE,4.5,34,1401 SE Maynard Rd,27511,35.78998,-78.76427,$,19194694245,latin
4,Little Tokyo,little-tokyo-cary,FALSE,3,5,1105 Walnut St,27511,35.7737694,-78.7602463,$,19194623900,japanese
5,Kashin Japanese Restaurant,kashin-japanese-restaurant-cary,FALSE,4,88,309 Crossroads Blvd,27518,35.7609637,-78.7390775,$$,19198517101,"japanese,sushi"
6,̣n,an-cary,FALSE,4,256,2800 Renaissance Park Pl,27513,35.8286,-78.77263,$$$,19196779229,"asianfusion,sushi,southern"
7,Tijuana Flats,tijuana-flats-cary,FALSE,3.5,80,151 SE Cary Pkwy.,27511,35.7585062,-78.78156988,$,19194686328,"tex-mex,mexican"
8,Kabuki Japanese House of Steak,kabuki-japanese-house-of-steak-cary,FALSE,2.5,79,220 Nottingham Dr,27511,35.76838761,-78.74305497,$$,19193808081,"japanese,sushi,steak"
9,Ruth's Chris Steak House,ruths-chris-steak-house-cary,FALSE,3.5,68,2010 Renaissance Park Pl,27513,35.82656109,-78.77091197,$$$$,19196770033,"steak,seafood"
10,Wasabi,wasabi-cary,FALSE,3.5,108,107 Edinburgh S Dr,27511,35.7367599,-78.79792,$$,19194607980,"sushi,japanese,thai"
11,Thai Spices & Sushi,thai-spices-and-sushi-cary,FALSE,4,169,Preston Corners Shopping Center,27513,35.78854323,-78.82831097,$$,19193191818,"sushi,thai,vegetarian"
12,Hibachi Sushi,hibachi-sushi-raleigh-2,FALSE,3.5,25,3217 Avent Ferry Rd,27606,35.7667836,-78.69497833,$,NA,sushi
13,Oishi Japanese Cuisine,oishi-japanese-cuisine-raleigh,FALSE,3,19,2526 Hillsborough St,27607,35.78835,-78.66922,$,19193220828,japanese
14,Ajisai Japanese Fusion,ajisai-japanese-fusion-raleigh,FALSE,4,219,427 Woodburn Rd,27605,35.79015567,-78.65954043,$$,19198319907,"japanese,sushi"
15,Teriyakin',teriyakin-morrisville,FALSE,4,104,10970 Chapel Hill Rd,27560,35.8563919,-78.8407364,$,19194432279,"japanese,bbq,asianfusion"
16,Kanki,kanki-raleigh,FALSE,3.5,133,4325 Glenwood Ave,27612,35.8386154,-78.6751251,$$,19197829708,"japanese,sushi,steak"
17,Torii Noodle Bar,torii-noodle-bar-raleigh,FALSE,3,90,Inside Kanki,27612,35.8386154,-78.6751251,$$,19197829708,"japanese,noodles"
18,Toyo Shokuhin & Gift Shop,toyo-shokuhin-and-gift-shop-cary,FALSE,4.5,32,748 E Chatham St Ste L,27511,35.79157,-78.76514,$$,19193191620,importedfood
19,Whole Foods Market- Raleigh,whole-foods-market-raleigh-raleigh,FALSE,4,98,3540 Wade Ave,27607,35.80257404,-78.68629864,$$$,19198285805,"grocery,healthmarkets,beer_and_wine"
1,Aj's Food Mart,ajs-food-mart-apex,FALSE,4,1,6204 Ten-Ten Rd,27502,35.6766701,-78.7366714,19197793900,servicestations,
2,South Wake Storage,south-wake-storage-raleigh,FALSE,5,2,9300 Fayetteville Road,27603,35.64889,-78.70938,19194362246,selfstorage,
1,Arby's,arbys-cary,FALSE,1.5,6,1031 N Harrison Ave,27513,35.80451,-78.78354,$,19194691887,"hotdogs,sandwiches"
2,Cafe Carolina and Bakery,cafe-carolina-and-bakery-cary-2,FALSE,3,79,137 Weston Pkwy,27513,35.8281969,-78.7715457,$,19196788855,"sandwiches,bakeries,breakfast_brunch"
3,Blackfinn Ameripub,blackfinn-ameripub-morrisville-2,FALSE,3,142,3201 Village Market Pl,27560,35.8070751,-78.8187517,$$,19194683808,"newamerican,pubs"
4,Sushi Tsune,sushi-tsune-raleigh,FALSE,4,86,3417 Hillsborough St,27607,35.7927899,-78.68393,$$,19198337768,sushi
5,Outback Steakhouse,outback-steakhouse-cary,FALSE,2.5,70,1289 Kildaire Farm Rd,27511,35.76197689,-78.78190063,$$,19194606302,steak
6,Arby's,arbys-durham-4,FALSE,4,7,5503 S Miami Blvd,27703,35.8781204,-78.8501816,$,19194742482,"hotdogs,sandwiches"
7,Biscuitville,biscuitville-cary,FALSE,4,15,2820 NC Hwy 55,27519,35.7892189,-78.8705368,$,19193628034,breakfast_brunch
8,Arby's,arbys-raleigh-3,FALSE,2.5,3,3415 Hillsborough St,27607,35.79291,-78.68368,$,19198281850,"hotdogs,sandwiches"
9,Snoopy's Hot Dogs & More,snoopys-hot-dogs-and-more-raleigh-3,FALSE,3.5,35,3600 Hillsborough St,27607,35.7933884,-78.6835938,$,19197559022,"hotdog,hotdogs"
10,McDonald's,mcdonalds-durham,FALSE,2,13,5507 S Miami Blvd,27703,35.87749697,-78.85048757,$,19194748809,"hotdogs,burgers"
1,Arby's,arbys-wake-forest,FALSE,2,4,2104 S Main St,27587,35.9489098,-78.5339737,$,19195566724,"hotdogs,sandwiches"
2,Nashers Sandwich House,nashers-sandwich-house-raleigh,FALSE,4.5,133,10630 Durant Rd,27614,35.90619,-78.59248,$,19842695099,sandwiches
3,Arby's,arbys-raleigh-2,FALSE,3,6,6308 Capital Blvd,27616,35.8716393,-78.5792007,$,19198768034,"hotdogs,sandwiches"
4,Steve's Place,steves-place-raleigh-3,FALSE,4,27,6320 Capital Blvd,27616,35.87073,-78.57847,$,19198722222,"hotdog,delis"
5,Baker's Dozen Donuts 2,bakers-dozen-donuts-2-raleigh,FALSE,5,40,6320 Capital Blvd,27616,35.87073,-78.57847,$,19198030837,"donuts,coffee"
6,Jiffy Lube,jiffy-lube-raleigh-12,FALSE,4,6,6304 Capital Blvd,27616,35.87128,-78.57945,NA,19199810949,oilchange
1,Fitzgerald's Seafood,fitzgeralds-seafood-raleigh-3,FALSE,2.5,23,3400 New Birch Dr,27610,35.7469315,-78.5987959,$$,19198033451,"seafood,bbq"
2,Captain Stanley's Calabash Seafood,captain-stanleys-calabash-seafood-raleigh,FALSE,3.5,26,3333 S Wilmington St,27603,35.73402,-78.64955,$$,19197797878,seafood
1,Tijuana Flats,tijuana-flats-cary,FALSE,3.5,80,151 SE Cary Pkwy.,27511,35.7585062,-78.78156988,$,19194686328,"tex-mex,mexican"
2,Chipotle Mexican Grill,chipotle-mexican-grill-cary,FALSE,3.5,55,100 Wrenn Dr,27511,35.76514,-78.784,$,19194621223,"mexican,hotdogs"
3,Tijuana Flats,tijuana-flats-cary-4,FALSE,4,16,12102 Bradford Green Square,27513,35.5331993,-77.1504517,$,19193223466,"tex-mex,mexican"
4,Totopos,totopos-cary,FALSE,4,277,1388 Kildaire Farm Rd,27511,35.759174,-78.783798,$$,19196783449,mexican
5,City Barbeque,city-barbeque-cary,FALSE,4,309,1305 Kildaire Farm Rd,27511,35.76100928,-78.78253661,$$,19194395191,bbq
6,Hurricane Grill & Wings,hurricane-grill-and-wings-cary,FALSE,3.5,105,1389 Kildaire Farm Rd,27511,35.75908,-78.78276,$$,19194810903,"chicken_wings,tradamerican,burgers"
7,Guacamaya Fresh Mex,guacamaya-fresh-mex-cary,FALSE,4,62,101 Ledgestone Way,27519,35.79237665,-78.84868401,$,19192341949,mexican
8,Chipotle Mexican Grill,chipotle-mexican-grill-morrisville,FALSE,3,35,1516 Village Market Pl,27560,35.80673897,-78.81490344,$,19192383971,"mexican,hotdogs"
9,Bravo's Mexican Grill,bravos-mexican-grill-cary,FALSE,3.5,91,208 Grande Heights Dr,27513,35.8040237,-78.7797165,$$,19194813811,mexican
10,Torero's Mexican Restaurant,toreros-mexican-restaurant-cary,FALSE,3.5,111,1207 Kildaire Farm Rd,27511,35.7638016,-78.7821884,$$,19194688711,mexican
11,Chubby's Tacos,chubbys-tacos-raleigh,FALSE,4,300,2444 Wycliff Rd,27607,35.8171918,-78.6938651,$,19197814480,mexican
1,Roma Pizzeria & Italian Restaurant,roma-pizzeria-and-italian-restaurant-raleigh,FALSE,4.5,11,3805 Brentwood Rd,27604,35.8352165,-78.5993271,$,19198762818,"italian,pizza"
2,Carrabba's Italian Grill,carrabbas-italian-grill-raleigh-2,FALSE,3,47,4821 Capital Blvd,27616,35.85253,-78.58143,$$,19198710001,"italian,seafood"
3,Olive Garden Italian Restaurant,olive-garden-italian-restaurant-raleigh-2,FALSE,3,60,4805 Capital Blvd,27616,35.8508987,-78.5815735,$$,19199548557,"italian,salad,wine_bars"
4,Cafe Tiramisu,cafe-tiramisu-raleigh-3,FALSE,4,41,6008 Falls Of Neuse Rd,27609,35.8646085,-78.6199874,$$,19197901006,italian
5,Dino's Capri Restaurant,dinos-capri-restaurant-raleigh-2,FALSE,4,47,6325 Falls of Neuse Rd,27615,35.8684,-78.62105,$$,19198784424,italian
6,Mia Francesca,mia-francesca-raleigh-2,FALSE,3.5,117,4100 Main at North Hills St,27609,35.83626314,-78.64391419,$$,19192781525,"italian,breakfast_brunch"
7,Vivace,vivace-raleigh,FALSE,4,186,4209 Lassiter Mill Rd,27609,35.83886393,-78.6447072,$$,19197877747,italian
8,Romano's Macaroni Grill,romanos-macaroni-grill-raleigh,FALSE,2.5,40,3421 Sumner Blvd,27616,35.86722102,-78.58096619,$$,19197922515,"italian,tradamerican"
9,Casa San Carlo,casa-san-carlo-raleigh-2,FALSE,4,139,9660 Falls Of Neuse Rd,27615,35.90531984,-78.60005379,$$,19196763262,"italian,seafood,buffets"
10,Piola,piola-raleigh,FALSE,3.5,111,141 Park at North Hills St,27609,35.83686348,-78.63782465,$$,19197588059,"pizza,italian"
11,Vivo Ristorante Pizzeria,vivo-ristorante-pizzeria-raleigh,FALSE,4.5,75,7400 Six Forks Rd,27615,35.88136812,-78.6453231,$$,19198456700,"italian,pizza"
12,Peri Brothers Pizza,peri-brothers-pizza-raleigh-4,FALSE,5,60,7321 Six Forks Rd,27615,35.8801383,-78.6460983,$,19198446692,"pizza,italian,pastashops"
13,Sopranos Grill,sopranos-grill-raleigh,FALSE,4,53,1030 N Rogers Ln,27610,35.79214971,-78.54914361,$$,19198278848,"italian,tradamerican"
14,Bella Italia,bella-italia-raleigh,FALSE,3.5,56,10630 Durant Rd,27614,35.90620091,-78.59268676,$$,19196760076,"italian,pizza"
15,Chuck & Buck Cones N Cups,chuck-and-buck-cones-n-cups-raleigh-2,FALSE,4.5,123,4610 Capital Blvd,27604,35.8464972,-78.5798598,$,19198872992,"desserts,icecream,soup"
16,Brio Tuscan Grille,brio-tuscan-grille-raleigh,FALSE,4,160,4325 Glenwood Ave,27612,35.83900306,-78.67730139,$$,19198812048,"italian,pizza,cocktailbars"
17,Gravy,gravy-raleigh,FALSE,4,302,135 S Wilmington St,27601,35.77854,-78.63798,$$,19198968513,"italian,newamerican"
18,Caffe Luna,caffe-luna-raleigh-4,FALSE,3.5,164,136 E Hargett St,27601,35.778016,-78.63677,$$,19198326090,italian
19,Vic's Italian Restaurant & Pizzeria,vics-italian-restaurant-and-pizzeria-raleigh,FALSE,3.5,123,331 Blake St,27601,35.7758806,-78.6358072,$$,19198297090,"italian,pizza"
20,Little Caesars Pizza,little-caesars-pizza-raleigh-3,FALSE,3,7,4610 Capital Blvd,27604,35.848259,-78.579296,$,19198778600,pizza
1,Vinos Finos Tapas and Wine Bar,vinos-finos-tapas-and-wine-bar-raleigh,FALSE,4.5,90,8450 Honeycutt Rd,27615,35.89475183,-78.62211232,$$,19197479233,"wine_bars,tapas"
2,Sarah's Empanadas,sarahs-empanadas-durham,FALSE,4,84,5410 NC Hwy 55,27713,35.88970999,-78.89792235,$,19195442441,empanadas
1,IMAX Theatre At Marbles,imax-theatre-at-marbles-raleigh,FALSE,4,58,201 E Hargett St,27601,35.77895609,-78.63609455,19198824629,movietheaters,
1,Hibachi China Buffet,hibachi-china-buffet-raleigh,FALSE,3,84,2909 E Millbrook Rd,27616,35.8502617,-78.5818634,$$,19198785688,"chinese,buffets"
2,Jumbo China Buffet,jumbo-china-buffet-raleigh-5,FALSE,1.5,10,1625 Ronald Dr,27609,35.8386,-78.60822,$,19199549988,"chinese,buffets,sushi"
3,Kome Asian Cuisine,kome-asian-cuisine-raleigh,FALSE,3.5,25,4551 New Bern Ave,27610,35.799811,-78.558077,$$,19192126666,"chinese,sushi"
4,Kai Sushi and Sake Bar,kai-sushi-and-sake-bar-raleigh,FALSE,4.5,179,7713 Lead Mine Rd,27615,35.8869,-78.65973,$$,19198704923,"japanese,sushi"
1,San Jose Mexican Restaurant,san-jose-mexican-restaurant-raleigh,FALSE,3.5,115,5811 Poyner Village Pkwy,27616,35.8638763,-78.570549,$$,19197901919,mexican
2,Toreros Mexican Restaurant,toreros-mexican-restaurant-raleigh,FALSE,4,93,4721 Atlantic Ave,27604,35.84875284,-78.60213376,$$,19198739116,mexican
3,Mi Cancun,mi-cancun-raleigh-2,FALSE,4.5,75,6675 Falls of Neuse Rd,27615,35.87465,-78.62315,$$,19199773355,mexican
4,Carolina Sushi & Roll,carolina-sushi-and-roll-raleigh-2,FALSE,4,42,5951 Poyner Village Pkwy,27616,35.8647679,-78.5704649,$$,19199815835,"sushi,japanese"
5,Gonza Tacos y Tequila,gonza-tacos-y-tequila-raleigh,FALSE,4.5,369,7713-39 Lead Mine Rd,27615,35.8859701,-78.6605752,$$,19198465478,mexican
6,Tribeca Tavern,tribeca-tavern-raleigh,FALSE,3,148,6004 Falls Of Neuse Rd,27609,35.8645064,-78.6199579,$$,19197909992,"newamerican,burgers,sandwiches"
7,The Piper's Tavern,the-pipers-tavern-raleigh,FALSE,3.5,93,8304 Falls of Neuse Rd,27615,35.89457,-78.61982,$$,19196767413,tradamerican
8,Chuy's,chuys-raleigh-4,FALSE,3.5,198,4020 Market At North Hills St,27609,35.83665155,-78.63763256,$$,19195712489,tex-mex
9,The Village Grill,the-village-grill-raleigh,FALSE,3,113,8470 Honeycutt Rd,27615,35.89499993,-78.62148239,$$,19198905340,"tradamerican,burgers,sandwiches"
10,La Carreta Mexican Restaurant,la-carreta-mexican-restaurant-raleigh,FALSE,3.5,47,1028 Oberlin Rd,27605,35.79755737,-78.6595097,$$,19199773271,"mexican,desserts,seafood"
11,Dos Taquitos Xoco,dos-taquitos-xoco-raleigh,FALSE,3,132,410 Glenwood Ave,27603,35.785634,-78.6472979,$$,19198359010,mexican
12,Tasca Brava,tasca-brava-raleigh-2,FALSE,3.5,142,607 Glenwood Ave,27603,35.78779,-78.64757,$$$,19198280840,"spanish,tapas,latin"
13,Escaz̼ Artisan Chocolates,escaz̼-artisan-chocolates-raleigh-2,FALSE,4.5,117,936 N Blount St,27604,35.79339467,-78.63541275,$$,19198323433,"chocolate,coffee,icecream"
14,Trader Joe's,trader-joes-raleigh,FALSE,4.5,119,3000 Wake Forest Rd,27609,35.82331388,-78.62154739,$$,19199817422,"grocery,beer_and_wine"
1,Fairfield Inn & Suites Raleigh-Durham Airport/Brier Creek,fairfield-inn-and-suites-raleigh-durham-airport-brier-creek-raleigh,FALSE,4,17,10040 Sellona St,27617,35.8955803,-78.8047104,$$,19192460107,hotels
2,Babymoon Cafe,babymoon-cafe-morrisville,FALSE,4,174,100 Jerusalem Dr,27560,35.85099,-78.82705,$$,19194659006,"italian,catering"
3,Marriott at Research Triangle Park,marriott-at-research-triangle-park-durham,FALSE,3.5,26,4700 Guardian Dr,27703,35.8923879,-78.846647,$$,19199416200,hotels
4,Fairfield Inn & Suites Raleigh-Durham Airport/RTP,fairfield-inn-and-suites-raleigh-durham-airport-rtp-morrisville,FALSE,4,11,2750 Slater Road,27560,35.8602295,-78.8208771,$$,19194682660,hotels
5,Mani Pedi Nail Spa,mani-pedi-nail-spa-raleigh,FALSE,3,45,8741 Brier Creek Pkwy,27617,35.902803,-78.788014,$$,19195441981,othersalons
6,Residence Inn Raleigh-Durham Airport,residence-inn-raleigh-durham-airport-morrisville,FALSE,2.5,12,2020 Hospitality Ct,27560,35.8579597,-78.8154907,$$,19194678689,hotels
1,Fairfield Inn & Suites Raleigh Crabtree Valley,fairfield-inn-and-suites-raleigh-crabtree-valley-raleigh,FALSE,3,17,2201 Summit Park Lane,27612,35.8341293,-78.6748962,$$,19198819800,hotels
2,Red Monkey Tavern,red-monkey-tavern-raleigh,FALSE,3,179,4325 Glenwood Ave,27612,35.84029452,-78.67914076,$$,19198967412,"newamerican,breakfast_brunch,gastropubs"
3,Raleigh Marriott City Center,raleigh-marriott-city-center-raleigh,FALSE,3.5,81,500 Fayetteville Street,27601,35.77359,-78.63997,$$,19198331120,hotels
4,La Quinta Inn & Suites Raleigh Crabtree,la-quinta-inn-and-suites-raleigh-crabtree-raleigh,FALSE,3.5,12,2211 Summit Park Ln,27612,35.83359,-78.676002,$$,19197850071,hotels
5,Residence Inn Raleigh Crabtree Valley,residence-inn-raleigh-crabtree-valley-raleigh,FALSE,3.5,13,2200 Summit Park Lane,27612,35.8345795,-78.675621,$$,19192793000,hotels
6,Fairfield Inn by Marriott,fairfield-inn-by-marriott-cary,FALSE,5,1,1716 Walnut St,27511,35.76229,-78.74852,$$$,19194814011,hotels
1,Subway,subway-garner-4,FALSE,4,4,1310 5th Ave,27529,35.70920679,-78.62118563,$,19197739033,"hotdogs,sandwiches"
2,Subway,subway-raleigh-5,FALSE,2,2,6209-128 Rock Quarry Rd,27610,35.72312,-78.54796,NA,19197790110,"sandwiches,hotdogs"
3,Five Guys Burgers and Fries,five-guys-burgers-and-fries-garner,FALSE,4,11,150 Cabela Dr,27529,35.69718353,-78.58315322,$$,19197727338,"burgers,hotdogs,tradamerican"
4,Subway,subway-raleigh-33,FALSE,3,1,6209 Rock Quarry Rd,27610,35.7231216,-78.5479584,NA,19197790110,"sandwiches,hotdogs"
5,Blaze Fast-Fire'd Pizza,blaze-fast-fired-pizza-garner,FALSE,3.5,35,140 Cabela Dr.,27529,35.69758683,-78.582723,$,19197721021,"salad,pizza,hotdogs"
6,Subway,subway-raleigh-4,FALSE,2.5,4,Walnut Creek Shopping Center,27610,35.76724,-78.57953,$,19192316223,"sandwiches,hotdogs"
