,name,id,is_closed,rating,review_count,location.address1,location.zip_code,coordinates.latitude,coordinates.longitude,price,phone,categories
10,Seaboard ACE Hardware,seaboard-ace-hardware-raleigh,FALSE,4.5,21,802 Semart Dr,27604,35.790616,-78.639666,$$,19198348600,hardware
11,Taste Carolina Gourmet Food Tours,taste-carolina-gourmet-food-tours-raleigh,FALSE,4.5,86,NA,27601,35.77742,-78.63328,$$,19192372254,foodtours
12,Bad Daddy's Burger Bar - Seaboard,bad-daddys-burger-bar-seaboard-raleigh-2,FALSE,4.5,370,111 Seaboard Ave,27604,35.78858147,-78.63978479,$$,19197479163,burgers
13,Oak & Dagger Public House,oak-and-dagger-public-house-raleigh,FALSE,4,23,18 Seaboard Ave,27604,35.78919878,-78.63914901,$$,19199459382,"breweries,pubs,newamerican"
14,Seaboard Nails,seaboard-nails-raleigh,FALSE,4,23,802 Semart Dr,27604,35.79070457,-78.63999305,$$,19199165679,othersalons
15,Capstone Cleaners,capstone-cleaners-raleigh,FALSE,4.5,44,111 Seaboard Ave,27604,35.788608,-78.640168,$$,19198032774,"drycleaninglaundry,sewingalterations"
16,Donatos Seaboard,donatos-seaboard-raleigh,FALSE,4,52,111 Seaboard Ave,27604,35.788608,-78.640168,$$,19198285111,"pizza,salad,sandwiches"
17,Cantina 18,cantina-18-raleigh,FALSE,3.5,151,433 Daniels St,27605,35.7896936,-78.661301,$$,19198359911,tex-mex
18,O2 Fitness - Seaboard Station,o2-fitness-seaboard-station-raleigh,FALSE,2.5,18,802 Semart Dr,27604,35.790616,-78.639666,NA,19198335800,"gyms,bootcamps,healthtrainers"
19,Peace China,peace-china-raleigh,FALSE,3.5,78,802 Semart Dr,27604,35.79091234,-78.63981813,$,19198338668,chinese
20,Caf̩ Helios,caf̩-helios-raleigh-2,FALSE,3.5,173,413 Glenwood Ave,27603,35.7855475,-78.6474144,$,19842008319,"cafes,breakfast_brunch,cocktailbars"
1,Teddy's New Yorker Pizza,teddys-new-yorker-pizza-raleigh,FALSE,2.5,21,5563 Western Blvd,27606,35.7841187,-78.7205124,$$,19192339144,pizza
1,Lilly's Pizza,lillys-pizza-raleigh,FALSE,4,500,1813 Glenwood Ave,27608,35.80513326,-78.64666355,$$,19198330226,pizza
2,Moonlight Pizza Company,moonlight-pizza-company-raleigh,FALSE,4,133,615 W Morgan St,27603,35.77972196,-78.64887282,$$,19197559133,pizza
3,Trophy Brewing Company,trophy-brewing-company-raleigh,FALSE,4,312,827 W Morgan St,27603,35.779747,-78.6535339,$$,19198034849,"bars,breweries,pizza"
4,Triangle Food Tour,triangle-food-tour-cary,FALSE,5,18,201 Preston Arbor Ln,27513,35.80535,-78.84736,NA,19193195674,tours
5,Mellow Mushroom,mellow-mushroom-raleigh,FALSE,4,212,601 W Peace St,27605,35.78829,-78.64764,$$,19198323499,"pizza,bars,sandwiches"
6,Tic Toc Escapes,tic-toc-escapes-raleigh,FALSE,5,27,2006 Fairview Rd,27608,35.80454868,-78.64659691,NA,19847899978,"amusementparks,recreation,escapegames"
7,NOFO @ the Pig,nofo-the-pig-raleigh-2,FALSE,3.5,169,2014 Fairview Rd,27608,35.8050799,-78.64689,$$,19198211240,"gourmet,newamerican,breakfast_brunch"
8,Rialto Theatre,rialto-theatre-raleigh,FALSE,4.5,49,1620 Glenwood Ave,27608,35.8030891,-78.645462,NA,19198568683,movietheaters
9,Hayes Barton Caf̩ & Dessertery,hayes-barton-caf̩-and-dessertery-raleigh-3,FALSE,4,165,2000 Fairview Rd,27608,35.8045387,-78.6463089,$$,19198568551,"tradamerican,desserts"
10,Watkins Grill,watkins-grill-raleigh,FALSE,4,40,1625 Wake Forest Rd,27604,35.8017998,-78.6251831,$,19198340467,"breakfast_brunch,tradamerican"
11,Gringo A Go-Go,gringo-a-go-go-raleigh,FALSE,3.5,140,100 N Person St,27601,35.781265,-78.634478,$$,19199771438,mexican
12,Crafty Beer Shop,crafty-beer-shop-raleigh,FALSE,4.5,39,2005 Fairview Rd,27608,35.80421607,-78.64649941,$$,19196153008,beer_and_wine
13,Donatos Seaboard,donatos-seaboard-raleigh,FALSE,4,52,111 Seaboard Ave,27604,35.788608,-78.640168,$$,19198285111,"pizza,salad,sandwiches"
14,Amedeo's Italian Restaurant,amedeos-italian-restaurant-raleigh,FALSE,3.5,88,3905 Western Blvd,27606,35.784657,-78.689811,$$,19198510473,"italian,desserts,salad"
15,Pieology Pizzeria,pieology-pizzeria-raleigh-3,FALSE,3.5,19,3001 Hillborough St,27607,35.78926,-78.67615,$,19198396300,pizza
16,The Remedy Diner,the-remedy-diner-raleigh,FALSE,4,347,137 E Hargett St,27601,35.7783224,-78.6370674,$$,19198353553,"vegetarian,sandwiches"
17,Stromboli's,strombolis-raleigh-2,FALSE,3.5,42,3434 Edwards Mill Rd,27612,35.8269,-78.70345,$$,19197857075,"italian,pizza"
18,Capital Creations Gourmet Pizza,capital-creations-gourmet-pizza-raleigh-2,FALSE,4,31,1842 Wake Forest Rd,27608,35.804014,-78.625345,$$,19198368000,"pizza,salad,newamerican"
19,Frank's Pizza & Italian Restaurant,franks-pizza-and-italian-restaurant-raleigh,FALSE,4.5,65,2030 New Bern Ave,27610,35.7794762,-78.606987,$$,19192318990,"pizza,italian"
20,Babylon Restaurant,babylon-restaurant-raleigh,FALSE,3.5,147,309 N Dawson St,27603,35.7845383,-78.6434631,$$,19198388595,"moroccan,venues"
1,El Lobo Mexican Restaurant,el-lobo-mexican-restaurant-fuquay-varina,FALSE,3.5,21,1301 E Broad St,27526,35.59555312,-78.77727605,$$,19195579540,mexican
2,Tacos Mexico Restaurant,tacos-mexico-restaurant-fuquay-varina-2,FALSE,4,61,1430 N Main St,27526,35.5932788,-78.7708115,$,19195571777,mexican
3,El Dorado Authentic Mexican Restaurant,el-dorado-authentic-mexican-restaurant-fuquay-varina,FALSE,2.5,14,112 E Vance St,27526,35.5816994,-78.7988434,$,19195570287,mexican
4,Los Tres Magueyes,los-tres-magueyes-fuquay-varina,FALSE,3.5,22,401 Wake Chapel Rd,27526,35.590722,-78.8000689,$$,19195523957,mexican
5,Los Tres Magueyes,los-tres-magueyes-holly-springs,FALSE,3,34,120 Bass Lake Rd,27540,35.6542702,-78.8240356,$,19195526272,mexican
1,Harris Teeter,harris-teeter-raleigh,FALSE,3.5,31,500 Oberlin Rd,27605,35.79141352,-78.66214592,$$,19198289216,grocery
2,Harris Teeter,harris-teeter-cary-5,FALSE,3.5,21,270 Grande Heights Dr,27513,35.805044,-78.780884,$$,19194604326,"grocery,drugstores"
3,Harris Teeter,harris-teeter-raleigh-11,FALSE,1.5,9,5563 Western Blvd,27606,35.784126,-78.72051,$$$,19198590110,"grocery,drugstores"
4,Harris Teeter,harris-teeter-cary-3,FALSE,3,21,1151 Tryon Village Dr,27518,35.7466516,-78.7442867,$$,19192333476,"grocery,drugstores"
5,Harris Teeter,harris-teeter-raleigh-10,FALSE,3.5,12,3201-123 Edwards Mill Rd,27612,35.8252604,-78.70694619,$$,19197818776,"grocery,flowers"
6,Grand Asia Market,grand-asia-market-raleigh,FALSE,4,189,1253 Buck Jones Rd,27606,35.76562933,-78.74026765,$,19194682988,grocery
7,Bella Monica,bella-monica-raleigh,FALSE,4,336,3121-103 Edwards Mill Rd,27612,35.82538164,-78.70695591,$$,19198819778,"italian,gluten_free,pizza"
8,Lee's Tailors,lees-tailors-raleigh-3,FALSE,4.5,42,5535 Western Blvd,27606,35.7850456,-78.7212677,NA,19192330708,sewingalterations
9,Whole Foods Market- Raleigh,whole-foods-market-raleigh-raleigh,FALSE,4,98,3540 Wade Ave,27607,35.80257404,-78.68629864,$$$,19198285805,"grocery,healthmarkets,beer_and_wine"
10,Harris Teeter,harris-teeter-raleigh-8,FALSE,4,6,2603 Glenwood Ave,27608,35.8154984,-78.6605911,$$,19197875526,"grocery,drugstores"
11,Harris Teeter,harris-teeter-cary-13,FALSE,3,7,885 Walnut St,27511,35.77532805,-78.76498072,$$,19194814251,"drugstores,flowers,grocery"
12,Trader Joe's,trader-joes-cary,FALSE,4.5,115,1393 Kildaire Farm Rd,27511,35.75883878,-78.78147858,$$,19194655984,"grocery,beer_and_wine"
13,The Butcher's Market,the-butchers-market-cary,FALSE,4.5,115,1225 Kildaire Farm Rd,27511,35.76302529,-78.78291421,$$,19194653082,"butcher,sandwiches,delis"
14,The Fresh Market,the-fresh-market-raleigh,FALSE,3,37,400 Woodburn Rd,27605,35.78963496,-78.65857301,$$,19198287888,"grocery,gourmet"
15,Harris Teeter,harris-teeter-cary,FALSE,4,21,2080 Kildaire Farm Rd,27511,35.7352417,-78.7804748,$$,19192339483,"grocery,drugstores"
16,Glenwood Grill,glenwood-grill-raleigh,FALSE,4.5,193,2603-151 Glenwood Ave,27608,35.81504657,-78.66109014,$$,19197823102,tradamerican
17,Pam's Farm House,pams-farm-house-raleigh,FALSE,4,89,5111 Western Blvd,27606,35.78599,-78.71184,$,19198599990,"southern,tradamerican,breakfast_brunch"
18,TCR: Triangle Cellular Repair,tcr-triangle-cellular-repair-raleigh-2,FALSE,5,125,3120 John Humphries Wynd,27612,35.8261494,-78.7070599,$$,19192632699,"electronicsrepair,mobilephonerepair"
19,Around the World Market,around-the-world-market-raleigh,FALSE,4,26,6715 Hillsborough St,27606,35.7882118,-78.7439194,$,19198595403,"indpak,grocery,importedfood"
20,Starbucks,starbucks-raleigh-4,FALSE,4,11,500 Oberlin Rd,27605,35.79145,-78.66195,$,19198569444,coffee
1,Cracker Barrel Old Country Store & Restaurant,cracker-barrel-old-country-store-and-restaurant-rocky-mt,FALSE,3,13,238 Enterprise Dr,27804,35.9749489,-77.8445206,$,12524430679,"newamerican,breakfast_brunch"
2,Cracker Barrel Old Country Store,cracker-barrel-old-country-store-morrisville-2,FALSE,3,95,955 Airport Blvd,27560,35.85852933,-78.8230618,$,19194639222,"tradamerican,breakfast_brunch,southern"
3,Holiday Inn Raleigh-Durham Airport,holiday-inn-raleigh-durham-airport-morrisville-2,FALSE,3.5,19,930 Airport Blvd,27560,35.8566704,-78.8218994,$$,19194651910,"hotels,venues"
4,Angus Barn,angus-barn-raleigh-5,FALSE,4,574,9401 Glenwood Ave,27617,35.89911895,-78.76368716,$$$,19197812444,"steak,lounges,tradamerican"
5,Babymoon Cafe,babymoon-cafe-morrisville,FALSE,4,174,100 Jerusalem Dr,27560,35.85099,-78.82705,$$,19194659006,"italian,catering"
6,Four Points by Sheraton Raleigh Durham Airport,four-points-by-sheraton-raleigh-durham-airport-morrisville,FALSE,4,27,1200 Claren Circle,27560,35.8551292,-78.8229294,$$,19193801221,hotels
7,Cambria hotel & suites Raleigh-Durham Airport,cambria-hotel-and-suites-raleigh-durham-airport-morrisville,FALSE,4,32,300 Airgate Dr,27560,35.865484,-78.814742,$$,19193613311,hotels
8,Capital City Chop House Raleigh,capital-city-chop-house-raleigh-morrisville,FALSE,3.5,87,151 Airgate Dr,27560,35.86343,-78.8147812,$$$,19194847721,"steak,seafood"
9,Hooters,hooters-morrisville,FALSE,3,51,1001 Claren Circle,27560,35.8564,-78.82298,$$,19194692900,"tradamerican,sportsbars,chicken_wings"
10,Waffle House,waffle-house-morrisville,FALSE,3,25,1006 Airport Blvd,27560,35.85852,-78.8192399,$,19194600388,"breakfast_brunch,tradamerican,salad"
11,Another Broken Egg Cafe,another-broken-egg-cafe-morrisville,FALSE,3.5,175,1121 Market Center Dr,27560,35.8077559,-78.8148663,$$,19194651079,"breakfast_brunch,cafes,tradamerican"
12,Cafe Carolina and Bakery,cafe-carolina-and-bakery-cary-2,FALSE,3,79,137 Weston Pkwy,27513,35.8281969,-78.7715457,$,19196788855,"sandwiches,bakeries,breakfast_brunch"
13,Microtel Inn & Suites by Wyndham Raleigh Durham Airport,microtel-inn-and-suites-by-wyndham-raleigh-durham-airport-morrisville,FALSE,2.5,20,104 Factory Shops Road,27560,35.8615438,-78.8183105,$,18885951878,hotels
14,Brigs At The Park,brigs-at-the-park-durham-2,FALSE,4,98,Park West Crossing Shopping Ctr,27713,35.89993952,-78.89791865,$,19195447473,"breakfast_brunch,sandwiches"
15,Zaxby's Chicken Fingers & Buffalo Wings,zaxbys-chicken-fingers-and-buffalo-wings-cary,FALSE,3,15,1021 N Harrison Ave,27513,35.8040314,-78.7835464,$,19194812070,"hotdogs,chicken_wings,salad"
16,Pam's Farm House,pams-farm-house-raleigh,FALSE,4,89,5111 Western Blvd,27606,35.78599,-78.71184,$,19198599990,"southern,tradamerican,breakfast_brunch"
17,First Watch,first-watch-raleigh,FALSE,4,135,6109 Glenwood Ave,27612,35.85532,-78.70249,$$,19197893347,"tradamerican,breakfast_brunch"
18,Parker & Otis,parker-and-otis-durham,FALSE,4,367,112 S Duke St,27701,35.99895,-78.90888,$,19196833200,"gourmet,breakfast_brunch,sandwiches"
19,Ted's Montana Grill,teds-montana-grill-durham,FALSE,4,170,6911 Fayetteville Rd,27713,35.90367222,-78.93594544,$$,19195721210,"tradamerican,burgers,steak"
20,La Madeleine Country French Cafe,la-madeleine-country-french-cafe-cary,FALSE,3,45,1115 Walnut St,27511,35.7704889,-78.7616417,$$,19193887282,"coffee,bakeries,french"
1,Pearl Chinese Restaurant,pearl-chinese-restaurant-raleigh,FALSE,3.5,74,3215 Avent Ferry Rd,27606,35.76682628,-78.69498809,$,19192338776,"chinese,seafood,soup"
2,China Pearl,china-pearl-raleigh,FALSE,2.5,23,Swift Creek Shopping Center,27606,35.7445125,-78.7389913,$,19198510358,chinese
3,Grand Asia Market,grand-asia-market-raleigh,FALSE,4,189,1253 Buck Jones Rd,27606,35.76562933,-78.74026765,$,19194682988,grocery
4,Jade Garden Chinese Restaurant,jade-garden-chinese-restaurant-raleigh,FALSE,2.5,50,1207 Hillsborough St,27603,35.78275,-78.65574,$,19195941813,chinese
5,Beansprout Chinese Restaurant,beansprout-chinese-restaurant-raleigh,FALSE,3.5,57,3721 Hillsborough St,27607,35.79394,-78.68759,$,19197550554,chinese
6,China Wok,china-wok-raleigh,FALSE,2.5,7,2720 Lake Wheeler Rd,27603,35.7440491,-78.6803436,$,19198213038,chinese
7,Banana Leaf,banana-leaf-cary,FALSE,4,154,1026 Ryan Rd,27511,35.77662901,-78.76772329,$$,19194689958,"cantonese,asianfusion,szechuan"
8,Pho Vietnam,pho-vietnam-raleigh,FALSE,4,155,1284 Buck Jones Rd,27606,35.766339,-78.742165,$,19196555665,vietnamese
9,Beasley's Chicken & Honey,beasleys-chicken-and-honey-raleigh,FALSE,4,938,237 S Wilmington St,27601,35.77701593,-78.63815873,$$,19193220127,"southern,newamerican"
10,Kabuki Japanese House of Steak,kabuki-japanese-house-of-steak-cary,FALSE,2.5,79,220 Nottingham Dr,27511,35.76838761,-78.74305497,$$,19193808081,"japanese,sushi,steak"
11,Shanghai Express,shanghai-express-raleigh,FALSE,2.5,53,2502 Hillsborough St,27607,35.78802,-78.66818,$,19197549797,"chinese,thai"
12,Lucky 32 Southern Kitchen,lucky-32-southern-kitchen-cary,FALSE,4,410,7307 Tryon Rd,27511,35.7365208,-78.78523421,$$,19192331632,"newamerican,southern"
13,̣n,an-cary,FALSE,4,256,2800 Renaissance Park Pl,27513,35.8286,-78.77263,$$$,19196779229,"asianfusion,sushi,southern"
14,Lucky 7,lucky-7-cary,FALSE,3.5,35,906 NE Maynard Rd,27513,35.8014793,-78.7680206,$,19193807550,chinese
15,Red Monkey Tavern,red-monkey-tavern-raleigh,FALSE,3,179,4325 Glenwood Ave,27612,35.84029452,-78.67914076,$$,19198967412,"newamerican,breakfast_brunch,gastropubs"
16,China Pearl,china-pearl-cary,FALSE,2.5,4,107 New Waverly Pl,27511,35.7368434,-78.7783523,NA,19198510358,chinese
1,Food Lion,food-lion-raleigh-17,FALSE,3.5,11,4827 Grove Barton Rd,27613,35.8714943,-78.7183151,$$,19197814437,grocery
2,Lynnwood Grill & Brewing Concern,lynnwood-grill-and-brewing-concern-raleigh,FALSE,3.5,237,4821 Grove Barton Rd,27613,35.87037,-78.71712,$$,19197850043,"pizza,bars,tradamerican"
3,Relish Caf̩ & Bar,relish-caf̩-and-bar-raleigh-2,FALSE,4,316,5625 Creedmoor Rd,27612,35.858861,-78.6808852,$$,19197871855,"southern,cafes,burgers"
4,Gonza Tacos y Tequila,gonza-tacos-y-tequila-raleigh,FALSE,4.5,369,7713-39 Lead Mine Rd,27615,35.8859701,-78.6605752,$$,19198465478,mexican
5,"Food Lion, Inc",food-lion-inc-raleigh-19,FALSE,3.5,2,9101 Leesville Rd,27613,35.89675,-78.72548,$$,19198486082,"delis,grocery"
6,Food Lion,food-lion-raleigh-3,FALSE,3,4,5633 Creedmoor Rd,27612,35.85893405,-78.68227615,$,19197810597,grocery
7,Gino's Pizza,ginos-pizza-raleigh,FALSE,4.5,127,6260 Glenwood Ave,27612,35.8568611,-78.7031326,$,19197837555,pizza
8,Angus Barn,angus-barn-raleigh-5,FALSE,4,574,9401 Glenwood Ave,27617,35.89911895,-78.76368716,$$$,19197812444,"steak,lounges,tradamerican"
9,Maude's Garden and Coffee,maudes-garden-and-coffee-raleigh,FALSE,4.5,25,12333 Strickland Rd,27613,35.9061625,-78.70234183,$,19842328321,"coffee,homedecor"
10,Chow Pizza Bar,chow-pizza-bar-raleigh,FALSE,4,151,8311 Creedmoor Rd,27613,35.89999208,-78.68239368,$$,19198414995,"pizza,sportsbars,burgers"
11,Harris Teeter,harris-teeter-raleigh-12,FALSE,4,14,Stonehenge Market,27612,35.88798,-78.67836,$$,19198481464,"grocery,drugstores"
12,Food Lion,food-lion-raleigh-5,FALSE,4,4,7713 Lead Mine Rd,27615,35.8869,-78.65973,$$,19195181607,"delis,grocery"
13,Chubby's Tacos,chubbys-tacos-raleigh,FALSE,4,300,2444 Wycliff Rd,27607,35.8171918,-78.6938651,$,19197814480,mexican
14,MOD Pizza,mod-pizza-raleigh,FALSE,4,87,2071 West Millbrook Rd,27612,35.8572888,-78.678482,$,19199873668,"pizza,hotdogs"
15,Harmony Farms,harmony-farms-raleigh,FALSE,4,23,5653 Creedmoor Rd,27612,35.8591009,-78.6808966,$$,19197820064,healthmarkets
16,Sola Coffee Cafe,sola-coffee-cafe-raleigh,FALSE,4.5,224,7705 Lead Mine Rd,27615,35.885281,-78.659985,$,19198038983,"coffee,cafes,donuts"
17,Food Lion,food-lion-raleigh-14,FALSE,3.5,2,9521 Strickland Rd,27615,35.8993187,-78.6546097,NA,19196760141,"delis,grocery,beer_and_wine"
18,Herons,herons-cary-2,FALSE,4,117,The Umstead Hotel And Spa,27513,35.8298528,-78.76443028,$$$$,19194474200,"newamerican,breakfast_brunch"
19,Yard House,yard-house-raleigh,FALSE,4,332,4208 Six Forks Rd,27609,35.83705954,-78.63963886,$$,19198812590,"bars,newamerican,vegetarian"
20,Whole Foods Market- Raleigh,whole-foods-market-raleigh-raleigh,FALSE,4,98,3540 Wade Ave,27607,35.80257404,-78.68629864,$$$,19198285805,"grocery,healthmarkets,beer_and_wine"
1,Food Lion,food-lion-raleigh-17,FALSE,3.5,11,4827 Grove Barton Rd,27613,35.8714943,-78.7183151,$$,19197814437,grocery
2,Angus Barn,angus-barn-raleigh-5,FALSE,4,574,9401 Glenwood Ave,27617,35.89911895,-78.76368716,$$$,19197812444,"steak,lounges,tradamerican"
3,"Food Lion, Inc",food-lion-inc-raleigh-19,FALSE,3.5,2,9101 Leesville Rd,27613,35.89675,-78.72548,$$,19198486082,"delis,grocery"
4,Maude's Garden and Coffee,maudes-garden-and-coffee-raleigh,FALSE,4.5,25,12333 Strickland Rd,27613,35.9061625,-78.70234183,$,19842328321,"coffee,homedecor"
5,Lynnwood Grill & Brewing Concern,lynnwood-grill-and-brewing-concern-raleigh,FALSE,3.5,237,4821 Grove Barton Rd,27613,35.87037,-78.71712,$$,19197850043,"pizza,bars,tradamerican"
6,Gonza Tacos y Tequila,gonza-tacos-y-tequila-raleigh,FALSE,4.5,369,7713-39 Lead Mine Rd,27615,35.8859701,-78.6605752,$$,19198465478,mexican
7,Chow Pizza Bar,chow-pizza-bar-raleigh,FALSE,4,151,8311 Creedmoor Rd,27613,35.89999208,-78.68239368,$$,19198414995,"pizza,sportsbars,burgers"
8,Relish Caf̩ & Bar,relish-caf̩-and-bar-raleigh-2,FALSE,4,316,5625 Creedmoor Rd,27612,35.858861,-78.6808852,$$,19197871855,"southern,cafes,burgers"
9,Harris Teeter,harris-teeter-raleigh-12,FALSE,4,14,Stonehenge Market,27612,35.88798,-78.67836,$$,19198481464,"grocery,drugstores"
10,Food Lion,food-lion-raleigh-5,FALSE,4,4,7713 Lead Mine Rd,27615,35.8869,-78.65973,$$,19195181607,"delis,grocery"
11,Food Lion,food-lion-raleigh-3,FALSE,3,4,5633 Creedmoor Rd,27612,35.85893405,-78.68227615,$,19197810597,grocery
12,Gino's Pizza,ginos-pizza-raleigh,FALSE,4.5,127,6260 Glenwood Ave,27612,35.8568611,-78.7031326,$,19197837555,pizza
13,Earth Fare,earth-fare-raleigh,FALSE,3.5,62,10341 Moncreiffe Rd,27617,35.8996212,-78.7913982,$$$,19194331390,"grocery,healthmarkets"
14,Food Lion,food-lion-raleigh-14,FALSE,3.5,2,9521 Strickland Rd,27615,35.8993187,-78.6546097,NA,19196760141,"delis,grocery,beer_and_wine"
15,Lowes Foods,lowes-foods-raleigh-4,FALSE,4,20,8100 Brier Creek Pkwy,27617,35.909878,-78.785902,$$,19192930294,"grocery,beer_and_wine,chicken_wings"
16,Sola Coffee Cafe,sola-coffee-cafe-raleigh,FALSE,4.5,224,7705 Lead Mine Rd,27615,35.885281,-78.659985,$,19198038983,"coffee,cafes,donuts"
17,Handy Kitchen,handy-kitchen-raleigh,FALSE,3,23,9101 Leesville Rd,27613,35.89675,-78.72548,$,19195181063,chinese
18,Lowes Foods,lowes-foods-raleigh,FALSE,3.5,11,9600 Strickland Rd,27615,35.9027699,-78.65568,$$,19198475661,"grocery,beer_and_wine,chicken_wings"
19,Whole Foods Market North Raleigh,whole-foods-market-north-raleigh-raleigh,FALSE,4,76,8710 Six Forks Rd,27615,35.89803,-78.65057,$$,19193540350,"grocery,beer_and_wine,healthmarkets"
20,Rudino's,rudinos-raleigh-3,FALSE,3.5,33,8800 Harvest Oaks Dr,27615,35.90263,-78.6576,$$,19198488899,"sportsbars,pizza,sandwiches"
1,Casa San Carlo,casa-san-carlo-raleigh-2,FALSE,4,139,9660 Falls Of Neuse Rd,27615,35.90531984,-78.60005379,$$,19196763262,"italian,seafood,buffets"
2,Humble Pie,humble-pie-raleigh,FALSE,4,220,317 S Harrington St,27603,35.776317,-78.644975,$$,19198299222,"breakfast_brunch,newamerican,bars"
1,Goodberry's Frozen Custard,goodberrys-frozen-custard-raleigh-3,FALSE,4,34,13260 Strickland Rd,27613,35.90762,-78.72644,$,19198470453,"icecream,hotdog"
2,Goodberry's Frozen Custard,goodberrys-frozen-custard-raleigh-4,FALSE,4,24,9700 Strickland Rd,27615,35.902214,-78.656959,$,19196768580,icecream
3,Fresh,fresh-raleigh-4,FALSE,4,135,6033 Glenwood Ave,27612,35.8542571,-78.700673,$,19197855030,icecream
4,Backyard Burger,backyard-burger-raleigh,FALSE,3.5,43,9860 Leesville Rd,27613,35.9082108,-78.7282181,$,19198477098,burgers
5,Las Palmas,las-palmas-raleigh,FALSE,2.5,45,9820 Leesville Rd,27613,35.90931714,-78.72657159,$$,19198454779,mexican
1,Cilantro Indian Cafe,cilantro-indian-cafe-cary-2,FALSE,4.5,190,107 Edinburgh S Dr,27511,35.736763,-78.797925,$$,19192341264,"indpak,gluten_free"
2,Cary Family Dental,cary-family-dental-cary,FALSE,4.5,22,1149 Kildaire Farm Rd,27511,35.7660953,-78.7826184,NA,19194606884,"generaldentistry,cosmeticdentists,periodontists"
3,Totopos,totopos-cary,FALSE,4,277,1388 Kildaire Farm Rd,27511,35.759174,-78.783798,$$,19196783449,mexican
4,Yuri Japanese Restaurant,yuri-japanese-restaurant-cary,FALSE,4,243,1361 Kildaire Farm Rd,27511,35.75951919,-78.78167715,$$,19194810068,"sushi,japanese"
5,Cary Orthopaedic & Sports Medicine Specialists,cary-orthopaedic-and-sports-medicine-specialists-cary,FALSE,3,13,1120 SE Cary Pkwy,27511,35.7419014,-78.7629471,NA,19194674992,"sportsmed,orthopedists"
6,Lucky 32 Southern Kitchen,lucky-32-southern-kitchen-cary,FALSE,4,410,7307 Tryon Rd,27511,35.7365208,-78.78523421,$$,19192331632,"newamerican,southern"
7,Toast Cafe,toast-cafe-cary-5,FALSE,3.5,114,316 Colonades Way,27518,35.7385499,-78.77758,$$,19196551971,"sandwiches,breakfast_brunch,cafes"
8,City Barbeque,city-barbeque-cary,FALSE,4,309,1305 Kildaire Farm Rd,27511,35.76100928,-78.78253661,$$,19194395191,bbq
9,Jasmin Mediterranean Bistro,jasmin-mediterranean-bistro-cary-2,FALSE,4,133,,27511,35.76323,-78.74817,$,19194691112,"mediterranean,lebanese"
10,Patrick Jane's Gourmet Pizza Bar & Bistro,patrick-janes-gourmet-pizza-bar-and-bistro-cary,FALSE,3.5,150,The Shoppes of Kildaire,27511,35.7597237,-78.7830811,$$,19193888001,"pizza,gluten_free,catering"
11,Pho Vietnam,pho-vietnam-raleigh,FALSE,4,155,1284 Buck Jones Rd,27606,35.766339,-78.742165,$,19196555665,vietnamese
12,Grand Asia Market,grand-asia-market-raleigh,FALSE,4,189,1253 Buck Jones Rd,27606,35.76562933,-78.74026765,$,19194682988,grocery
13,Torero's Mexican Restaurant,toreros-mexican-restaurant-cary,FALSE,3.5,111,1207 Kildaire Farm Rd,27511,35.7638016,-78.7821884,$$,19194688711,mexican
14,Tijuana Flats,tijuana-flats-cary,FALSE,3.5,80,151 SE Cary Pkwy.,27511,35.7585062,-78.78156988,$,19194686328,"tex-mex,mexican"
15,Bosphorus,bosphorus-cary,FALSE,4.5,388,329 N Harrison Ave,27513,35.78968177,-78.78362824,$$,19194601300,"turkish,mideastern,mediterranean"
16,Women's Health Alliance P A,womens-health-alliance-p-a-cary,FALSE,2,9,550 New Waverly Pl,27511,35.7377592,-78.7760136,NA,19194675941,obgyn
17,Little Tokyo Japanese Restaurant,little-tokyo-japanese-restaurant-cary,FALSE,4,98,1401 SE Maynard Rd,27511,35.7899818,-78.764267,$$,19194675011,"japanese,sushi"
18,Barry's Cafe,barrys-cafe-raleigh,FALSE,4,146,2851 Jones Franklin Rd,27606,35.74338008,-78.7377279,$,19198593555,"burgers,breakfast_brunch,tradamerican"
19,Diced Gourmet Salads & Wraps,diced-gourmet-salads-and-wraps-cary,FALSE,4,34,1377 Kildaire Farm Rd,27511,35.759487,-78.7830851,$$,19193778572,"salad,vegetarian,sandwiches"
20,Coffee & Crepes,coffee-and-crepes-cary,FALSE,4,201,315 Crossroads Blvd,27518,35.7607824,-78.7384466,$,19192330288,"creperies,gluten_free,cafes"
1,Peking Garden,peking-garden-raleigh,FALSE,3.5,56,126 E Millbrook Rd,27609,35.8559692,-78.6410552,$$,19198484663,chinese
2,Chopstix Gourmet and Sushi Bar,chopstix-gourmet-and-sushi-bar-raleigh-2,FALSE,3.5,113,5607 Creedmoor Rd,27612,35.85792794,-78.68201505,$$,19197816268,"chinese,sushi,asianfusion"
3,Imperial Garden Chinese Restaurant,imperial-garden-chinese-restaurant-raleigh,FALSE,4,85,7713 Lead Mine Rd,27615,35.886773,-78.660008,$$,19198461988,chinese
4,China Star Cafe,china-star-cafe-raleigh,FALSE,3,28,3121 Edwards Mill Rd,27612,35.8243828,-78.7066956,$,19197811448,chinese
5,Lemongrass Thai Restaurant,lemongrass-thai-restaurant-raleigh,FALSE,4,92,8320 Litchford Rd,27615,35.89223,-78.59988,$$,19199540377,thai
