OBJECTID,HSISID,Score,Date,Description,Type
1835,04092440338,93,2016-06-10T00:00:00.000Z,Mats in the Bonus Room are worn at the corners and could be replaced.,Inspection
1836,04092040317,100,2014-09-30T00:00:00.000Z,,Inspection
1837,04092014597,97,2012-11-15T00:00:00.000Z,,Inspection
1838,04092016679,100,2014-05-15T00:00:00.000Z,,Inspection
1839,04092016679,98.5,2014-12-16T00:00:00.000Z,,Inspection
1840,04092016679,99.5,2015-06-24T00:00:00.000Z,,Inspection
1841,04092016679,99.5,2016-01-15T00:00:00.000Z,,Inspection
1842,04092016679,99.5,2016-09-16T00:00:00.000Z,Follow-Up: 09/26/2016,Inspection
1843,04092014738,97.5,2014-03-28T00:00:00.000Z,Follow-Up: 04/07/2014 Inspector will re-visit and check for new cutting boards in salad prep area and cleaning of chopping and shredding equipment.,Inspection
1844,04092014738,97,2014-11-25T00:00:00.000Z,Food temperatures and food handling looked good today. Keep up the good work. Inspection made with the GM Tony.,Inspection
1845,04092014738,94.5,2016-04-29T00:00:00.000Z,Follow-Up: 05/09/2016,Inspection
1846,04092014665,95,2015-09-01T00:00:00.000Z,"Hot water at handwash sinks measured above 120 degrees and does not encourage employees to wash hands often or properly; have hot water turned down at handwash sinks.",Inspection
1847,04092014665,96.5,2016-02-16T00:00:00.000Z,,Inspection
1848,04092016992,95.5,2016-09-20T00:00:00.000Z,"Grade remained the same, thanks.",Inspection
1849,04092016207,99.5,2013-04-12T00:00:00.000Z,,Inspection
1850,04092015609,96.5,2013-02-05T00:00:00.000Z,,Inspection
1851,04092016675,97.5,2014-05-07T00:00:00.000Z,,Inspection
1852,04092016675,95.5,2014-11-25T00:00:00.000Z,Follow-Up: 12/05/2014,Inspection
1853,04092016675,95.5,2015-03-31T00:00:00.000Z,Follow-Up: 04/10/2015,Inspection
1854,04092016675,95.5,2015-07-17T00:00:00.000Z,,Inspection
1855,04092016675,94.5,2016-01-13T00:00:00.000Z,,Inspection
1856,04092016675,95.5,2016-08-22T00:00:00.000Z,"Continue to replace worn lug pans. 
Follow-Up: 09/01/2016",Inspection
1857,04092014980,96.5,2016-08-23T00:00:00.000Z,Looks better today! Inspection made with the managers Vicki and Robin.,Inspection
1858,04092014552,97,2015-07-23T00:00:00.000Z,,Inspection
1859,04092014552,96.5,2015-12-11T00:00:00.000Z,,Inspection
1860,04092021670,96,2016-01-28T00:00:00.000Z,Inspection made with the new GM John. Thanks for improving.,Inspection
1861,04092016702,95,2015-08-27T00:00:00.000Z,Gave operator updated employee health policy 1-B.,Inspection
1862,04092016702,91,2016-03-24T00:00:00.000Z,"Make sure lights are on at ventilation hood while cooking is taking place.
Follow-Up: 04/01/2016",Inspection
1863,04092016702,90,2016-08-08T00:00:00.000Z,"If changes are not made by next inspection your next score will be a 'B' or lower. Make sure lights are on at ventilation hood while cooking is taking place.
Follow-Up: 08/18/2016",Inspection
1864,04092021583,97.5,2013-07-11T00:00:00.000Z,,Inspection
1865,04092021583,97,2014-07-17T00:00:00.000Z,,Inspection
1866,04092021583,95,2015-03-30T00:00:00.000Z,,Inspection
1867,04092021582,97,2013-07-11T00:00:00.000Z,,Inspection
1868,04092021582,94.5,2013-12-09T00:00:00.000Z,Follow-Up: 12/19/2013,Inspection
1869,04092021582,93.5,2014-03-27T00:00:00.000Z,,Inspection
1870,04092021582,95.5,2014-07-17T00:00:00.000Z,,Inspection
1871,04092021582,93.5,2014-12-29T00:00:00.000Z,,Inspection
1872,04092021582,95,2015-03-30T00:00:00.000Z,,Inspection
1873,04092440322,90.5,2014-03-07T00:00:00.000Z,,Inspection
1874,04092440338,96,2014-06-06T00:00:00.000Z,,Inspection
1875,04092015913,93,2013-09-18T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
1876,04092015913,94,2014-03-14T00:00:00.000Z,"DISCUSSION POINTS: Vendor who supplies sushi for this establishment does not have an approved variance for sushi rice from the State of North Carolina. Will look into this issue with a neighboring county this establishment works out of...NOTE: Consider relocating handwash sinks in the front area so that they are closer to where food employees can easily reach them (a few are located close the back walls)...NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
1877,04092015913,90,2014-12-17T00:00:00.000Z,,Inspection
1878,04092015913,94,2015-06-09T00:00:00.000Z,"NOTE: In kitchen, observed vacuum sealer machine that is not being used, according to PIC. Remember that reduced oxygen packaging of foods requires a variance and HACCP plan or just a HACCP plan, depending on foods to be vacuum packaged. These variances/HACCP plans MUST be approved Before any vacuum packaging can take place in establishment.",Inspection
1879,04092015913,93.5,2015-11-17T00:00:00.000Z,NOTE regarding parasite destruction information for sashimi grade fish: Only keep the applicable up-to-date parasite destruction letters (for current year) in the sushi documentation binder. Found documentation in this binder that was dated since 2010.,Inspection
1880,04092015913,97,2016-06-23T00:00:00.000Z,NOTE: Much improvement has been made in this facility. Good job!,Inspection
1881,04092021768,94.5,2014-01-17T00:00:00.000Z,,Inspection
1882,04092015678,90,2012-10-01T00:00:00.000Z,"Sushi was added to menu since previous inspection. This is a major menu change and must be approved by plan review. If sushi  remains on menu, Wake County Plan Review must evaluate the sushi prep area and storage area. This  requirement must be completed by November 1, 2012. Contact Plan Review at 919-856-7400.

Parasite Destruction information must be provided by 10/3/12.",Inspection
1883,04092015678,90,2013-01-23T00:00:00.000Z,,Inspection
1884,04092015549,90,2013-08-30T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
1885,04092015549,94,2014-01-30T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
1886,04092015549,94,2014-09-10T00:00:00.000Z,,Inspection
1887,04092015549,93.5,2015-02-06T00:00:00.000Z,DISCUSSION: Remember - NO food can be made at home and brought to establishment to be sold to customers. All food must made in restaurant or come from another state or county licensed or permitted food establishment.,Inspection
1888,04092015549,96.5,2015-07-23T00:00:00.000Z,"NOTE: Observed thawed out vacuum packaged tilapia fillets in walk-in cooler. Box that fillets came in specify that fillets are to be removed from packaging before thawing. Therefore, remove fillets from plastic package before thawing them.",Inspection
1889,04092015549,92,2015-12-15T00:00:00.000Z,,Inspection
1890,04092015549,95.5,2016-04-22T00:00:00.000Z,,Inspection
1891,04092015549,95.5,2016-10-18T00:00:00.000Z,,Inspection
1892,04092014946,97,2016-09-06T00:00:00.000Z,PIC was cleaning hood filters prior to inspection. Ensure that hood filters are put back in hood system prior to operations. This is used to capture grease accumulation.,Inspection
1893,04092021402,93.5,2013-09-09T00:00:00.000Z,Follow-Up: 09/19/2013,Inspection
1894,04092021402,95.5,2013-12-05T00:00:00.000Z,Follow-Up: 12/15/2013,Inspection
1895,04092021402,96,2014-03-26T00:00:00.000Z,,Inspection
1896,04092021402,96,2014-08-07T00:00:00.000Z,,Inspection
1897,04092021402,94,2014-12-01T00:00:00.000Z,,Inspection
1898,04092021402,93.5,2015-04-09T00:00:00.000Z,Facility is using sliced deli meat for sandwiches up to the sixth day after opening and then keeping sandwiches in customer self service grab n go area for an additional 3 days. Once opened most deli meats only can stay in the store and be sold to the consumer for 7 days.  Facility needs to be put a check in place to ensure that this is not happening.,Inspection
1899,04092021402,96,2015-09-18T00:00:00.000Z,,Inspection
1900,04092021402,95.5,2016-01-07T00:00:00.000Z,,Inspection
1901,04092021402,91.5,2016-07-05T00:00:00.000Z,,Inspection
1902,04092015604,90,2014-08-29T00:00:00.000Z,Follow-Up: 09/09/2014,Inspection
1903,04092015604,93.5,2015-03-03T00:00:00.000Z,,Inspection
1904,04092015604,96,2015-08-10T00:00:00.000Z,"Keep up the improvement. 
Follow-Up: 08/20/2015",Inspection
1905,04092021475,97,2014-09-16T00:00:00.000Z,"Sanitizer Strength-200 ppm; Hot Water-135 F.",Inspection
1906,04092021475,96,2015-04-09T00:00:00.000Z,,Inspection
1907,04092016571,91.5,2014-12-10T00:00:00.000Z,Follow-Up: 12/20/2014,Inspection
1908,04092016571,92.5,2015-04-01T00:00:00.000Z,,Inspection
1909,04092016571,93.5,2015-09-17T00:00:00.000Z,,Inspection
1910,04092016571,94.5,2016-03-22T00:00:00.000Z,,Inspection
1911,04092030180,96.5,2015-09-04T00:00:00.000Z,,Inspection
1912,04092030180,97,2016-03-12T00:00:00.000Z,,Inspection
1913,04092016622,92.5,2015-05-13T00:00:00.000Z,,Inspection
1914,04092110479,96.5,2016-06-21T00:00:00.000Z,,Inspection
1915,04092015636,98.5,2012-11-16T00:00:00.000Z,,Inspection
1916,04092015636,97.5,2013-03-18T00:00:00.000Z,,Inspection
1917,04092015636,100,2013-06-20T00:00:00.000Z,,Inspection
1918,04092014804,98,2012-12-04T00:00:00.000Z,"This facility acidifies rice, under new NC Food Code rules, a variance is now required for this specialized process. The variance committee is currently in the process of formulating variance applications and procedures. For existing facilities, specialized procedures already in place may be continued but a variance will need to be granted in the future. Your inspector will follow up with you when the variance committee starts accepting applications and granting variances.",Inspection
1919,04092014804,98,2013-06-28T00:00:00.000Z,,Inspection
1920,04092015546,95.5,2012-10-19T00:00:00.000Z,Followed up on and closed out a complaint.,Inspection
1921,04092015546,94.5,2013-12-17T00:00:00.000Z,"new rules information, go to www.wakegov.com/food",Inspection
1922,04092015546,95.5,2014-06-12T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1923,04092015546,95,2013-06-20T00:00:00.000Z,To view all new rules go to the following website:www.wakegov.com/food.,Inspection
1924,04092015546,95,2014-12-22T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1925,04092015546,93,2015-06-10T00:00:00.000Z,"for more information, go to www.wakegov.com/food
email is Christopher.walker@wakegov.com
information provide for water dip being used for Time as a Public Health Control
Follow-Up: 06/19/2015",Inspection
1926,04092016571,92,2014-03-14T00:00:00.000Z,"CONITNUE WITH TRANSTITIONAL DUE COMPLETED MAY 26, 2014
Follow-Up: 03/18/2014",Inspection
1927,04092016571,96,2014-05-28T00:00:00.000Z,,Inspection
1928,04092016384,92.5,2013-05-09T00:00:00.000Z,"CONTINUE WITH TRANSITIONAL DUE COMPLETED SEPT 17, 2013;  ITEMS #1, #3, #10, #15, #17, STILL LEFT TO COMPLETE",Inspection
1929,04092016384,93,2013-09-12T00:00:00.000Z,"TRANSITIONAL EXPIRES 17 SEPT MIDNIGHT, CONTINUE WITH LIGHTING REQUIREMENT UPGRADE
Follow-Up: 09/16/2013",Inspection
1930,04092015704,95,2013-01-02T00:00:00.000Z,,Inspection
1931,04092015704,94.5,2013-07-31T00:00:00.000Z,"new rules information, go to www.wakegov.com/food",Inspection
1932,04092015704,95.5,2014-02-11T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1933,04092015704,93,2014-08-13T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1934,04092015704,87.5,2015-03-09T00:00:00.000Z,"for more information, go to www.wakegov.com/food
for re-inspection, contact Chris Walker (919)-422-3747",Inspection
1935,04092015704,93,2015-09-21T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1936,04092015704,94.5,2016-03-24T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1937,04092016333,97.5,2014-12-29T00:00:00.000Z,"Water pressure on spray nozzle for dish wash area was low. Please adjust water pressure to a higher level in this area. Keep items like can and bottle drinks, chocolate syrup bottles, and bags of clean wiping cloths stored above the floor in coolers and stock areas.",Inspection
1938,04092016333,95,2015-12-16T00:00:00.000Z,Keep precooked onion rings directly beneath heat lamps. Staff must wear hair restraints when placing produce for sandwiches on plates.,Inspection
1939,04092016333,99,2016-04-19T00:00:00.000Z,,Inspection
1940,04092021651,96,2012-11-08T00:00:00.000Z,All new rules and forms can be found at www.wakegov.com/food,Inspection
1941,04092021651,95.5,2013-05-09T00:00:00.000Z,To view all  new rules go to the following website:www.wakegov.com/food.,Inspection
1942,04092016624,99,2014-06-17T00:00:00.000Z,,Inspection
1943,04092016624,95,2014-12-23T00:00:00.000Z,"I'll follow up on the dish machine on Friday January 2, be sure to fix the high temperature dish machine before then.
Follow-Up: 01/02/2015",Inspection
1944,04092016624,95.5,2015-06-30T00:00:00.000Z,"Try to find or get a replacement ServSafe certificate to avoid being quizzed on the 17 different items listed on your variance to demonstrate your knowledge instead of provide a food safety certificate.  Some type of ""cheat Sheet/study guide"" for the seventeen items would be helpful if it is available for you to use. I will have to quiz you or whoever is in charge at the time of the inspection if there is not an employee on the premises with a current approved certificate.",Inspection
1945,04092015789,98.5,2013-10-25T00:00:00.000Z,,Inspection
1946,04092015789,98.5,2014-09-03T00:00:00.000Z,,Inspection
1947,04092015789,98,2015-06-22T00:00:00.000Z,,Inspection
1948,04092015789,100,2015-10-05T00:00:00.000Z,,Inspection
1949,04092015789,97.5,2016-04-22T00:00:00.000Z,,Inspection
1950,04092015789,100,2016-10-11T00:00:00.000Z,,Inspection
1951,04092017079,95,2016-01-28T00:00:00.000Z,,Inspection
1952,04092017079,90.5,2016-06-02T00:00:00.000Z,"TRANSITIONAL CONSIDERED TO BE COMPLETED.  ONE REFRIGERATION UNIT WITH ONE HANDLE, ON FRIG WITH TWO RACKS, AND DUAL CHECK VAVLE (PLUMBER ON SITE INSTALLING), ONE RUSTING BOTTOM TABLE SHELF, NOT COMPLETED.  ITEMS ON ORDER",Inspection
1953,04092015422,95,2013-09-10T00:00:00.000Z,"new rules information, go to www.wakegov.com/food",Inspection
1954,04092015422,95,2014-03-18T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1955,04092015422,95.5,2013-03-25T00:00:00.000Z,,Inspection
1956,04092015422,96,2014-09-17T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1957,04092015422,93,2015-03-18T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1958,04092015422,94,2015-09-28T00:00:00.000Z,"for more information, go to www.wakegov.com/food
Follow-Up: 10/08/2015",Inspection
1959,04092015422,95.5,2016-03-24T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
1960,04092021774,95,2014-04-30T00:00:00.000Z,"CONTINUE WITH TRANSITIONAL DUE COMPLETED BY JULY 01, 2014
Follow-Up: 05/10/2014",Inspection
1961,04092014480,99.5,2012-12-14T00:00:00.000Z,,Inspection
1962,04092014480,97,2013-06-06T00:00:00.000Z,,Inspection
1963,04092014480,97,2015-11-06T00:00:00.000Z,,Inspection
1964,04092014480,98,2016-06-02T00:00:00.000Z,,Inspection
1965,04092017179,98,2016-04-12T00:00:00.000Z,Inspection made with Ms. Hannah Fabricius.,Inspection
1966,04092016771,93.5,2016-02-01T00:00:00.000Z,,Inspection
1967,04092440264,98.5,2016-04-26T00:00:00.000Z,"Inspection was made with Mr. David Schenk. Inspected rooms 117, 104, 403, 412, 101A, 207, 203, 302, 304, bathrooms, gym, and kitchen area for holding pre-packaged foods brought into school.",Inspection
1968,04092014687,95,2015-11-24T00:00:00.000Z,Inspection made with the manager Joanne.,Inspection
1969,04092014687,96,2016-05-03T00:00:00.000Z,Inspection made with Feng and Joanne. Good job with date marking.,Inspection
1970,04092014687,96.5,2016-10-19T00:00:00.000Z,,Inspection
1971,04092040253,95.5,2014-01-14T00:00:00.000Z,,Inspection
1972,04092040253,97.5,2014-08-21T00:00:00.000Z,,Inspection
1973,04092040253,100,2015-01-22T00:00:00.000Z,,Inspection
1974,04092040253,97,2015-07-09T00:00:00.000Z,,Inspection
1975,04092040253,98,2016-01-14T00:00:00.000Z,,Inspection
1976,04092040253,98.5,2016-07-22T00:00:00.000Z,,Inspection
1977,04092015031,98.5,2014-04-22T00:00:00.000Z,Corrections have been made from past inspection. GOOD JOB! wakegov.com/food for servesafe,Inspection
1978,04092016403,96.5,2016-09-29T00:00:00.000Z,Follow-Up: 10/10/2016,Inspection
1979,04092015646,93,2012-12-13T00:00:00.000Z,,Inspection
1980,04092015646,93.5,2013-04-16T00:00:00.000Z,,Inspection
1981,04092015646,88,2014-12-15T00:00:00.000Z,Follow-Up: 12/25/2014,Inspection
1982,04092015646,95,2015-01-23T00:00:00.000Z,Follow-Up: 02/02/2015,Re-Inspection
1983,04092015646,85,2015-06-04T00:00:00.000Z,,Inspection
1984,04092021443,98,2012-10-31T00:00:00.000Z,,Inspection
1985,04092021588,92,2014-05-16T00:00:00.000Z,,Inspection
1986,04092014911,97.5,2013-02-06T00:00:00.000Z,,Inspection
1987,04092016611,99,2014-03-25T00:00:00.000Z,You did a great job for your first inspection!,Inspection
1988,04092016611,99,2014-10-17T00:00:00.000Z,,Inspection
1989,04092016611,98.5,2015-03-09T00:00:00.000Z,,Inspection
1990,04092016611,97,2016-01-19T00:00:00.000Z,Inspection made with Ms. Despo Georgion.,Inspection
1991,04092016372,96.5,2014-08-06T00:00:00.000Z,,Inspection
1992,04092016372,97,2015-03-12T00:00:00.000Z,,Inspection
1993,04092016372,95.5,2016-04-26T00:00:00.000Z,"Inspection made with Mr. Suk Suen. A Verification will be made on May 4,2016
Follow-Up: 05/04/2016",Inspection
1994,04092016567,95.5,2016-03-04T00:00:00.000Z,Inspection made with Mr. Jose Ronquillo.,Inspection
1995,04092015787,99,2016-01-13T00:00:00.000Z,Inspection made with Ms. Natalie Grant.,Inspection
1996,04092016619,98.5,2014-04-16T00:00:00.000Z,Avoid using crates for storage in the walk-in freezer and dry storage room. They become obstacles to cleaning. Use wire or dunnage racks 6 inches off the floor or use available space that you now have. GOOD JOB ON YOUR FIRST INSPECTION!,Inspection
1997,04092015417,98,2016-07-15T00:00:00.000Z,Inspection made with the manager Al.,Inspection
1998,04092014996,97.5,2013-08-23T00:00:00.000Z,,Inspection
1999,04092014996,94.5,2014-01-15T00:00:00.000Z,"Be sure facility has proper back flow preventers on mop sink.
Follow-Up: 01/24/2014",Inspection
2000,04092016676,93.5,2014-10-30T00:00:00.000Z,"Verification visit to be made on Monday, November 3, 2014 to evaluate completion of Item #21 on this report (proper datemarking). 
Follow-Up: 11/03/2014",Inspection
2001,04092016676,87.5,2015-05-19T00:00:00.000Z,"Verification visit to be made on 5/20/15 to evaluate completion of Item #34 on this report...For a reinspection, contact Lucy Schrum at 919-868-2565. Do not move or obstruct sanitation score card.  
Follow-Up: 05/20/2015",Inspection
2002,04092014769,94,2014-06-30T00:00:00.000Z,,Inspection
2003,04092014769,94.5,2013-12-10T00:00:00.000Z,"Verification follow-up to be done for Item #14 (cleaning of ice machine in hallway/banquet area) on Friday, Dec. 13, 2013...NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.
Follow-Up: 12/13/2013",Inspection
2004,04092014769,93.5,2015-03-31T00:00:00.000Z,,Inspection
2005,04092014769,97,2015-06-16T00:00:00.000Z,NOTE: Ensure all menus contain the proper consumer advisory for raw or undercooked foods or animal origin. This would include internet menus.,Inspection
2006,04092300243,99.5,2013-07-11T00:00:00.000Z,,Inspection
2007,04092300243,95.5,2013-12-09T00:00:00.000Z,Follow-Up: 12/19/2013,Inspection
2008,04092300243,97.5,2014-03-27T00:00:00.000Z,,Inspection
2009,04092016334,96.5,2014-09-26T00:00:00.000Z,Repair nonfunctional commode in women's restroom. Repair nonfunctional ceiling light in stock room. Remove exterior grill from premises. Food can only be prepared inside of facility. A follow up visit by Wake County Environmental Services will be conducted to verify removal of the grill.,Inspection
2010,04092016621,95,2014-08-20T00:00:00.000Z,Follow-Up: 08/29/2014,Inspection
2011,04092016267,98,2013-03-08T00:00:00.000Z,,Inspection
2012,04092016560,93.5,2015-02-09T00:00:00.000Z,,Inspection
2013,04092016560,95,2015-10-05T00:00:00.000Z,,Inspection
2014,04092016560,93.5,2016-03-03T00:00:00.000Z,,Inspection
2015,04092015548,92.5,2016-02-26T00:00:00.000Z,"DISCUSSION about double check valves on food equipment water supply lines: Could not determine if water lines on all food service equipment had double check valves. The plumbing system must be protected from backflow of a solid, liquid or gas contaminant at each point of use on food service equipment by installing an approved backflow prevention device (dual check valve) on water supply line...Verification visit to be made on Monday, 2/29/16, to evaluate completion of Item #21 on this report (date marking).
Follow-Up: 02/29/2016",Inspection
2016,04092014988,95.5,2013-08-27T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
2017,04092014988,94,2014-11-05T00:00:00.000Z,REMINDER ABOUT HANDWASHING: Remember that hands must be washed again upon returning to the kitchen after using the bathroom.,Inspection
2018,04092014988,94,2015-11-03T00:00:00.000Z,,Inspection
2019,04092014799,93,2014-06-17T00:00:00.000Z,"REMEMBER: Food workers must wash hands after coming in from outside and before handling and food/beverage or food/beverage equipment...NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
2020,04092014799,90,2015-02-19T00:00:00.000Z,"NC FOOD CODE MANUAL:  To learn more about the new food establishment regulations that went into effect on September 1, 2012, download a copy of the North Carolina Food Code Manual at www.wakegov.com/food (click on ""New Food Rules"" link).  Other guidance and educational materials are also available at this link.",Inspection
2021,04092016083,90.5,2013-08-26T00:00:00.000Z,,Inspection
2022,04092016083,90.5,2014-03-06T00:00:00.000Z,,Inspection
2023,04092016083,90,2014-08-27T00:00:00.000Z,,Inspection
2024,04092016083,90.5,2015-01-29T00:00:00.000Z,,Inspection
2025,04092016083,92,2015-08-31T00:00:00.000Z,,Inspection
2026,04092016083,93.5,2016-02-19T00:00:00.000Z,Label prep sinks in both English and Chinese.,Inspection
2027,04092015942,90,2016-09-06T00:00:00.000Z,Follow-Up: 09/16/2016,Inspection
2028,04092021403,98,2013-09-09T00:00:00.000Z,Follow-Up: 09/19/2013,Inspection
2029,04092021403,97,2014-03-26T00:00:00.000Z,,Inspection
2030,04092021403,98,2014-08-07T00:00:00.000Z,,Inspection
2031,04092021403,97,2015-06-17T00:00:00.000Z,,Inspection
2032,04092021403,97.5,2015-09-18T00:00:00.000Z,,Inspection
2033,04092021403,97.5,2016-01-07T00:00:00.000Z,,Inspection
2034,04092021403,97.5,2016-08-26T00:00:00.000Z,,Inspection
2035,04092014558,97.5,2014-10-31T00:00:00.000Z,,Inspection
2036,04092014558,95.5,2015-02-11T00:00:00.000Z,Will return on February 12th to check and make sure that this hand wash sink situation is accommodated.,Inspection
2037,04092014558,94.5,2015-04-24T00:00:00.000Z,,Inspection
2038,04092014558,96,2015-08-06T00:00:00.000Z,,Inspection
2039,04092014558,97.5,2016-03-08T00:00:00.000Z,Facility complies well with food code.,Inspection
2040,04092015569,91,2015-09-14T00:00:00.000Z,,Inspection
2041,04092015569,92,2016-02-02T00:00:00.000Z,"in the employee bathroom, there is a sagging ceiling tile and the mirror is falling off the wall behind the sink. These items need repair.
Follow-Up: 02/12/2016",Inspection
2042,04092016539,91.5,2016-10-24T00:00:00.000Z,,Inspection
2043,04092016016,95,2013-11-05T00:00:00.000Z,,Inspection
2044,04092016016,91.5,2014-04-14T00:00:00.000Z,,Inspection
2045,04092016016,90.5,2014-12-16T00:00:00.000Z,,Inspection
2046,04092016016,92,2015-06-03T00:00:00.000Z,Manager educated on how to separate employee foods from the restaurant foods. Designated shelves were labeled in both the walk in cooler and on a lower shelf in the kitchen area to keep these foods separate.,Inspection
2047,04092016755,87.5,2015-10-05T00:00:00.000Z,Contact Andrea Anover at 919-7960-8088 when ready for reinspection. Keep grade card posted and unobstructed.,Inspection
2048,04092016755,96,2015-10-19T00:00:00.000Z,Keep the can wash unblocked.  All grey water is to go into can wash and not be transported to floor drain under dish sink.,Re-Inspection
2049,04092016755,87,2016-05-24T00:00:00.000Z,"Contact Andrea Anover at 919-796-8088 when ready for reinspection.

Facility is NOT to use the unapproved sushi station in front register area. All sashimi will be taken off of the menu.  Only products containing cooked fish or vegetables may be served and this may not be done to order. The sushi is to be made ahead of time in the permitted kitchen and kept in refrigeration available upon request. Sushi preparation is not to occur at any raw meat prep area.",Inspection
2050,04092016755,93,2016-06-03T00:00:00.000Z,"Facility is NOT to use the unapproved sushi station in front register area for anything including storage. All sashimi will be taken off of the menu until our department has received Plan review application, reviewed it and permitted it. Only products containing cooked fish or vegetables may be served and this may not be done to order. The sushi is to be made ahead of time in the permitted kitchen and kept in refrigeration and be available upon request.  Sushi preparation is not to occur at any raw meat prep area. REHS will return unannounced to ensure space is not being utilized.",Re-Inspection
2051,04092016564,95,2015-06-05T00:00:00.000Z,,Inspection
2052,04092016958,92,2015-07-29T00:00:00.000Z,,Inspection
2053,04092016958,93,2015-12-17T00:00:00.000Z,,Inspection
2054,04092016958,92.5,2016-05-18T00:00:00.000Z,,Inspection
2055,04092110481,97,2013-08-09T00:00:00.000Z,,Inspection
2056,04092110481,95.5,2013-10-29T00:00:00.000Z,Follow-Up: 11/07/2013,Inspection
2057,04092110496,100,2013-02-12T00:00:00.000Z,,Inspection
2058,04092015638,97.5,2014-02-25T00:00:00.000Z,"for new rules information, go to www.wakegov.com/food",Inspection
2059,04092015638,97,2013-06-18T00:00:00.000Z,To view all new rules go the follow website:www.wakegov.com/food,Inspection
2060,04092015638,94,2014-10-30T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
2061,04092015638,94.5,2015-06-18T00:00:00.000Z,"for more information, go to www.wakegov.com/food",Inspection
2062,04092016622,96,2016-01-12T00:00:00.000Z,,Inspection
2063,04092016565,96,2013-12-13T00:00:00.000Z,,Inspection
2064,04092016565,97,2014-04-21T00:00:00.000Z,,Inspection
2065,04092016565,94.5,2014-10-08T00:00:00.000Z,,Inspection
2066,04092016565,96.5,2015-02-12T00:00:00.000Z,Provide documentation that can wash has an approved back flow preventer installed.,Inspection
2067,04092016565,96,2015-06-10T00:00:00.000Z,,Inspection
2068,04092016565,95.5,2015-10-23T00:00:00.000Z,,Inspection
2069,04092016565,96.5,2016-03-14T00:00:00.000Z,,Inspection
2070,04092016371,94,2015-07-20T00:00:00.000Z,Floor repairs have been done since the last inspection.,Inspection
2071,04092016371,98.5,2016-02-10T00:00:00.000Z,Manager has done a fantastic job correcting the issues seen on the last inspection. Also the shelves in the walk in cooler have been replaced.,Inspection
2072,04092016514,98,2014-09-17T00:00:00.000Z,"Dish temperature was above 160 F; Hot water at 3 comp sink was 135 F; Sanitizer (quat) conc. was 200 ppm; Serv Safe: Andrew Desko.
Follow-Up: 09/27/2014",Inspection
2073,04092016514,97.5,2015-04-08T00:00:00.000Z,,Inspection
2074,04092016514,96,2015-07-21T00:00:00.000Z,Gave operator updated employee health policy 1-B.,Inspection
2075,04092016514,98,2016-02-05T00:00:00.000Z,,Inspection
2076,04092016514,97.5,2016-09-20T00:00:00.000Z,"DISCUSSION: Handwashing - Remember that hands shall be washed after handling money BEFORE preparing drinks and food; Sanitizing of pitchers used throughout day - Multi-use pitchers, glasses and utensils used for making beverages shall be washed, rinsed and sanitized at least once every 4 hours in back kitchen.",Inspection
2077,04092040317,99.5,2015-04-16T00:00:00.000Z,,Inspection
