"","name","id","is_closed","rating","review_count","location.address1","location.zip_code","coordinates.latitude","coordinates.longitude","price","phone","categories"
"1856","P F Chang's China Bistro","p-f-changs-china-bistro-raleigh-2",FALSE,4,119,"Crabtree Valley Mall",27612,35.84018149,-78.67860371,"$$","19197877754","chinese,asianfusion,gluten_free"
"1878","Quiznos","quiznos-raleigh-11",FALSE,4,11,"6605 Falls of Neuse Rd",27615,35.8735258,-78.6226524,"$","19196761909","hotdogs,sandwiches"
"1881","Comfort Suites Arena","comfort-suites-arena-raleigh",FALSE,4,7,"1200 Hurricane Alley Way",27607,35.797581,-78.724954,"$$","19198540502","hotels"
"1884","Wingate By Wyndham","wingate-by-wyndham-raleigh-3",FALSE,3.5,16,"Chapel Hill Rd. & Corporate Ce",27607,35.78961794,-78.74357713,"$$","18885953511","hotels"
"1886","Ramada Raleigh","ramada-raleigh-raleigh",FALSE,3.5,12,"1520 Blue Ridge Rd.",27607,35.80135,-78.70568,"$$","19198324100","hotels"
"1888","Spirits Pub & Grub","spirits-pub-and-grub-cary",FALSE,3.5,104,"701 E Chatham St",27511,35.792008,-78.7656188,"$$","19194627001","pubs,burgers"
"1889","Fairfield Inn & Suites Raleigh Crabtree Valley","fairfield-inn-and-suites-raleigh-crabtree-valley-raleigh",FALSE,3,17,"2201 Summit Park Lane",27612,35.8341293,-78.6748962,"$$","19198819800","hotels"
"1892","TownePlace Suites Raleigh Cary/Weston Parkway","towneplace-suites-raleigh-cary-weston-parkway-cary",FALSE,3,13,"120 Sage Commons Way",27513,35.8276899,-78.80574,"$$","19196780005","hotels"
"1895","Comfort Inn & Suites Crabtree Valley","comfort-inn-and-suites-crabtree-valley-raleigh",FALSE,2,8,"6209 Glenwood Ave",27612,35.856402,-78.704193,"$$","19197821112","hotels"
"1897","Residence Inn Raleigh Midtown","residence-inn-raleigh-midtown-raleigh",FALSE,3,20,"1000 Navaho Dr",27609,35.8275099,-78.62401,"$$","19198786100","hotels"
"1898","Courtyard Raleigh Crabtree Valley","courtyard-raleigh-crabtree-valley-raleigh",FALSE,3.5,8,"3908 Arrow Dr",27612,35.8349304,-78.6736374,"$$","19197826868","hotels"
"1900","Jack's Seafood & Soul Food Restaurant","jacks-seafood-and-soul-food-restaurant-raleigh",FALSE,4,22,"1516 New Bern Ave",27610,35.7797089,-78.6163406,"$","19197551551","seafood,southern,soulfood"
"1901","LongHorn Steakhouse","longhorn-steakhouse-garner",FALSE,3,24,"300 Conservation Rd",27529,35.69746,-78.582837,"$$","19197727707","steak,tradamerican,bbq"
"1902","Jack's Seafood and Soul Food","jacks-seafood-and-soul-food-raleigh",FALSE,2,5,"5416 Rock Quarry Rd",27610,35.73196,-78.5601,"$$","19193298125","seafood,soulfood"
"1904","Logan's Roadhouse","logans-roadhouse-garner",FALSE,3,54,"1000 Timber Dr E",27529,35.68894,-78.58105,"$$","19193299340","bbq,tradamerican,steak"
"1905","Tripps Restaurant","tripps-restaurant-raleigh",FALSE,3.5,47,"1428 Garner Station Blvd",27603,35.72548,-78.65213,"$$","19196613558","tradamerican,steak"
"1906","Outback Steakhouse","outback-steakhouse-garner",FALSE,3,50,"845 US Hwy 70 W",27529,35.7133297,-78.6282758,"$$","19193299211","steak"
"1915","Rye Bar & Southern Kitchen","rye-bar-and-southern-kitchen-raleigh",FALSE,3.5,109,"500 Fayetteville St",27601,35.7735901,-78.6399689,"$$","19192273370","southern,newamerican,seafood"
"1918","Kickback Jack's","kickback-jacks-raleigh-2",FALSE,3,82,"1405 Garner Station Blvd",27603,35.72437,-78.65237,"$$","19198035068","tradamerican,sportsbars"
"1919","A'Nets Katch","anets-katch-knightdale",FALSE,4,41,"2009 Village Park Dr",27545,35.7973137,-78.4923553,"$","19192170133","seafood"
"1921","City Barbeque","city-barbeque-garner",FALSE,4,90,"110 Cabela Dr",27529,35.6984789,-78.5840416,"$$","19192582009","bbq"
"1923","Alexander's Mediterranean Cuisine","alexanders-mediterranean-cuisine-garner",FALSE,4.5,81,"263 Timber Dr",27529,35.68521708,-78.60665418,"$$","19197791183","mediterranean,greek,breakfast_brunch"
"1924","Moe's Southwest Grill","moes-southwest-grill-garner-2",FALSE,3,19,"168 Shenstone Blvd",27529,35.6941558,-78.5821749,"$","19197790311","mexican,tex-mex"
"1925","Triangle Food Tour","triangle-food-tour-cary",FALSE,5,18,"201 Preston Arbor Ln",27513,35.80535,-78.84736,NA,"19193195674","tours"
"1926","Kobe Japanese Steak House & Sushi Bar","kobe-japanese-steak-house-and-sushi-bar-clayton",FALSE,3,46,"820 Gulley Dr",27520,35.6669249,-78.4965639,"$$","19193599060","sushi,japanese,steak"
"1930","Primavera Pizza","primavera-pizza-garner",FALSE,2.5,30,"160 Shenstone Ln",27529,35.694365,-78.582122,"$$","19195169502","pizza,pastashops"
"1931","Carolina Ale House","carolina-ale-house-garner-2",FALSE,2.5,50,"400 Conservation Rd",27529,35.69643757,-78.58125035,"$$","19197722646","newamerican,chicken_wings,sportsbars"
"1932","Mannings Restaurant","mannings-restaurant-clayton",FALSE,3.5,68,"406 E Main St",27520,35.6504936,-78.4562912,"$$","19195857005","newamerican,tradamerican,sandwiches"
"1935","Panera Bread","panera-bread-garner",FALSE,2.5,9,"15 Cabela Dr",27529,35.69756908,-78.58279813,"$$","19193345762","salad,soup,sandwiches"
"1936","Saks Deli","saks-deli-clayton",FALSE,4.5,35,"876 Gulley Dr",27520,35.6669548,-78.4973183,"$","19195508100","delis,tradamerican"
"1937","Blaze Fast-Fire'd Pizza","blaze-fast-fired-pizza-garner",FALSE,3.5,35,"140 Cabela Dr.",27529,35.69758683,-78.582723,"$","19197721021","salad,pizza,hotdogs"
"1938","Moe's Southwest Grill","moes-southwest-grill-knightdale",FALSE,3,11,"1016 A Shoppes At Midway Plantation",27545,35.798183,-78.5050029,"$","19192661018","mexican,tex-mex"
"1939","El Senor","el-senor-knightdale",FALSE,4,55,"2001 Wide Waters Pkwy",27545,35.7951202,-78.5051575,"$","19192610808","mexican"
"1943","MEZ Contemporary Mexican","mez-contemporary-mexican-durham",FALSE,3.5,279,"5410 Page Rd",27703,35.87945352,-78.84720325,"$$","19199411630","mexican"
"1944","O'Charley's Restaurant & Bar","o-charleys-restaurant-and-bar-raleigh",FALSE,2.5,59,"8115 Brier Creek Pkw",27617,35.9099312,-78.7835693,"$$","19194844038","tradamerican,breakfast_brunch"
"1945","Brixx Wood Fired Pizza","brixx-wood-fired-pizza-raleigh-4",FALSE,4,194,"8511 Brier Creek Pkwy",27617,35.9057239,-78.7858036,"$$","19192460640","pizza"
"1962","Harris Teeter","harris-teeter-apex-3",FALSE,3,7,"750 W Williams St",27502,35.73762464,-78.86285278,"$$","19193623782","drugstores,grocery"
"1965","Electric Beanz Coffee Bar","electric-beanz-coffee-bar-raleigh",FALSE,4.5,25,"8109 Fayetteville Rd",27603,35.6644346,-78.7006912,"$","19197723269","coffee"
"1968","Care First Animal Hospital at Oberlin","care-first-animal-hospital-at-oberlin-raleigh-2",FALSE,4,22,"1216 Oberlin Rd",27608,35.8000908,-78.6596222,NA,"19198323107","vet,pet_sitting,pet_training"
"1985","Bojangles'famous Chicken'n Biscuits","bojanglesfamous-chickenn-biscuits-raleigh-2",FALSE,4,1,"3808 Western Blvd",27606,35.7852097,-78.6887436,"$","19196648613","restaurants"
"1986","The Flying Biscuit","the-flying-biscuit-caf̩-raleigh-3",FALSE,3.5,361,"2016 Clark Ave",27605,35.7895916,-78.65987514,"$$","19198336924","tradamerican,breakfast_brunch,comfortfood"
"1989","Food Lion","food-lion-rolesville",FALSE,3,4,"405 S Main St",27571,35.91731,-78.46505,NA,"19195544018","grocery"
"1990","Lowes Foods","lowes-foods-raleigh-5",FALSE,4,7,"8440 Louisburg Rd",27616,35.89339128,-78.50965892,"$$","19192661031","grocery,beer_and_wine,chicken_wings"
"1992","Lowes Foods","lowes-foods-wake-forest-2",FALSE,4.5,8,"932 Gateway Commons Cir",27587,35.9680226,-78.4957433,"$$","19195540537","grocery,beer_and_wine,meats"
"1993","Harris Teeter","harris-teeter-raleigh-15",FALSE,4,14,"14520 John Rex Blvd",27614,35.9469622,-78.5428176,"$$","19195544167","grocery,drugstores,flowers"
"1994","Griffin Wing Productions","griffin-wing-productions-raleigh",FALSE,5,1,NA,27617,35.9041743,-78.8058426,NA,"13364621103","videographers,videofilmproductions"
"1995","Bruno Restaurant","bruno-restaurant-raleigh",FALSE,3.5,64,"11211 Galleria Ave",27614,35.94863741,-78.54299784,"$$$","19194356640","seafood,steak,italian"
"1998","Simonetti Floor Contracting","simonetti-floor-contracting-durham",FALSE,5,5,"",NA,35.99542,-78.89644,NA,"19199498300","flooring,refinishing"
"1999","Cara Pierce - Fonville Morisey Realty","cara-pierce-fonville-morisey-realty-raleigh",FALSE,5,1,"8100 Creedmoor Rd",27613,35.8977394,-78.68013,NA,"19192746593","realestateagents"
"2001","Food Lion","food-lion-raleigh-10",FALSE,3,6,"7440 Louisburg Rd",27616,35.874649,-78.5398026,NA,"19198751394","delis"
"2003","Food Lion Store","food-lion-store-raleigh",FALSE,2.5,2,"13200 New Falls of Neuse",27614,35.9415474,-78.5610352,"$","19195628912","grocery"
"2004","Charlie's Kabob Grill","charlies-kabob-grill-wake-forest",FALSE,4.5,86,"12235 Capital Blvd",27587,35.98026314,-78.54150715,"$","19195540938","mideastern,mediterranean,greek"
"2005","Food Lion","food-lion-raleigh-2",FALSE,3,4,"1121 Falls River Ave",27614,35.9060287,-78.5894012,"$$","19198471640","grocery"
"2008","PTA Pizza & Hoagie","pta-pizza-and-hoagie-wake-forest",FALSE,2.5,11,"12277 Capital Blvd",27587,35.9820037,-78.5390279,"$","19195541400","pizza,sandwiches"
"2010","Brier Creek Beer Garden","brier-creek-beer-garden-raleigh",FALSE,3,85,"8521 Brier Creek Pkwy",27617,35.90554408,-78.78442879,"$$","19197483900","gastropubs,beergardens,newamerican"
"2012","Carolina Ale House","carolina-ale-house-raleigh-4",FALSE,3,93,"500 Glenwood Ave",27603,35.78641672,-78.64708249,"$$","19198352222","sportsbars,tradamerican"
"2013","Tilted Kilt Pub & Eatery","tilted-kilt-pub-and-eatery-raleigh",FALSE,2.5,68,"4516 Falls Of Neuse Rd.",27609,35.8437309,-78.6130676,"$$","19197908898","tradamerican,sportsbars,pubs"
"2017","Buffalo Brothers Pizza & Wing","buffalo-brothers-pizza-and-wing-raleigh",FALSE,3.5,61,"3111 Capital Blvd",27604,35.822315,-78.589749,"$$","19198784800","tradamerican,pizza,chicken_wings"
"2020","TGI Fridays","tgi-fridays-raleigh-4",FALSE,2,46,"4209 Wake Forest Rd",27609,35.83908,-78.61317,"$$","19198725542","tradamerican,bars"
"2023","Mia Francesca","mia-francesca-raleigh-2",FALSE,3.5,117,"4100 Main at North Hills St",27609,35.83626314,-78.64391419,"$$","19192781525","italian,breakfast_brunch"
"2030","Sawmill Tap Room","sawmill-tap-room-raleigh",FALSE,3,65,"7701 Lead Mine Rd",27615,35.88502,-78.66034,"$$","19198457889","burgers,tradamerican,beerbar"
"2036","Third Place Coffee House","third-place-coffee-house-raleigh",FALSE,4,71,"1811 Glenwood Ave",27608,35.80504587,-78.64661628,"$","19198346566","coffee,sandwiches,bagels"
"2039","Starbucks","starbucks-raleigh-39",FALSE,2.5,10,"4325 Glenwood Ave",27612,35.8386154,-78.6751251,"$","19197880656","coffee"
"2041","The Knight Kaffee","the-knight-kaffee-raleigh",FALSE,4,17,"1803 Glenwood Ave",27608,35.8047278,-78.6464096,"$","19198348337","coffee,mediterranean,lebanese"
"2042","Starbucks","starbucks-raleigh-29",FALSE,2.5,4,"4160 Main St",27609,35.8373038,-78.6426103,"$","19194200514","coffee"
"2047","BREW Coffee Bar","brew-coffee-bar-raleigh-2",FALSE,4.5,91,"111 Seaboard Ave",27604,35.78861,-78.64017,"$","19194005473","coffee,bars"
"2048","Larry's Coffee","larrys-coffee-raleigh",FALSE,5,12,"1507 Gavin St",27608,35.8035011,-78.6340408,"$$","19198281234","coffee"
"2050","Starbucks","starbucks-raleigh-16",FALSE,4,14,"7498 Creedmoor Rd",27613,35.88779636,-78.67873469,"$$","19198460633","coffee"
"2056","The Full Moon Oyster Bar","the-full-moon-oyster-bar-morrisville",FALSE,4,208,"1600 Village Market Pl",27560,35.8063688,-78.8153218,"$$","19193789524","seafood,raw_food"
"2061","Jujube","jujube-chapel-hill",FALSE,4,149,"1201 Raleigh Rd",27517,35.90863,-79.02584,"$$","19199600555","asianfusion"
"2062","Buffalo Brothers","buffalo-brothers-raleigh",FALSE,3,117,"4025 Lake Boone Trl",27607,35.8154678,-78.6965332,"$$","19197824949","sportsbars,tradamerican"
"2063","Red Hot & Blue","red-hot-and-blue-raleigh",FALSE,3.5,95,"6615 Falls of Neuse Rd",27615,35.87325087,-78.62393083,"$$","19198467427","bbq,bars,seafood"
"2066","Big Boss Taproom","big-boss-taproom-raleigh",FALSE,4,68,"1249A Wicker Dr",27604,35.81003517,-78.61710761,"$","19198340045","beerbar"
"2078","Elixir Coffee","elixir-coffee-cary-3",FALSE,4,25,"2000 Boulderstone Way",27519,35.79157,-78.84859,"$","19193883783","coffee,breakfast_brunch,sandwiches"
"2080","Wake Zone Espresso","wake-zone-espresso-apex",FALSE,4.5,68,"6108 Old Jenks Rd",27523,35.7536659,-78.849411,"$","19192674622","coffee"
"2081","Duck Donuts","duck-donuts-cary",FALSE,4.5,206,"100 Wrenn Dr",27511,35.76514,-78.784,"$","19194688722","donuts"
"2082","Starbucks","starbucks-cary-4",FALSE,3,25,"2840 NC Hwy 55",27519,35.78971038,-78.87005831,"$","19193873482","coffee"
"2084","Fresca Cafe and Gelato","fresca-cafe-and-gelato-cary",FALSE,3.5,144,"302 Colonades Way",27518,35.73813901,-78.77784729,"$","19198518171","coffee,cafes,gelato"
"2085","Starbucks","starbucks-apex-2",FALSE,4.5,3,"940 US 64 Hwy W",27523,35.74561,-78.82196,"$$","19193801422","coffee"
"2086","Starbucks","starbucks-cary-10",FALSE,3.5,13,"8204 Tryon Woods Dr",27518,35.7469177,-78.7417221,"$","19198516439","coffee"
"2088","Shish Kabob","shish-kabob-raleigh",FALSE,4,55,"438 Fayetteville St",27601,35.77448096,-78.63965324,"$","19198334005","mediterranean,greek,mideastern"
"2089","City Plaza","city-plaza-raleigh-2",FALSE,4,11,"400 block Fayetteville St",27601,35.77444058,-78.63941311,NA,NA,"landmarks"
"2090","Tasty II Chinese Restaurants","tasty-ii-chinese-restaurants-jacksonville",FALSE,1.5,11,"2119 Lejeune Blvd",28546,34.7414513,-77.3667908,"$","19103559922","chinese"
"2093","Tasty Beverage Company","tasty-beverage-company-raleigh-3",FALSE,4.5,98,"327 W Davie St",27601,35.77512,-78.64488,"$$","19198282789","beer_and_wine,beerbar"
"2098","Calavera Empanadas And Tequila","calavera-empanadas-and-tequila-raleigh",FALSE,4,294,"444 S Blount St",27601,35.7753577,-78.63694896,"$","19196171661","latin,bars"
"2111","Life Time Fitness","life-time-fitness-cary",FALSE,3.5,81,"1700 Regency Pkwy",27518,35.733659,-78.787085,NA,"19194677779","gyms,sports_clubs,healthtrainers"
"2125","Dunkin' Donuts","dunkin-donuts-raleigh-8",FALSE,2,9,"4415 Falls of Neuse Rd",27609,35.8417176,-78.61255402,NA,"19198769700","coffee,donuts"
"2128","Dunkin' Donuts","dunkin-donuts-raleigh-4",FALSE,2.5,10,"5265 Six Forks Rd",27609,35.8528819,-78.6428804,"$","19195711303","donuts,coffee"
"2132","Biryani House","biryani-house-cary",FALSE,3,61,"744 E Chatham St",27511,35.79077,-78.76691,"$$","19194690006","indpak,pakistani"
"2134","Biryani Xprx Express","biryani-xprx-express-cary",FALSE,4.5,60,"748 E Chatham St",27511,35.79157,-78.76514,"$$","19193771801","indpak,chinese"
"2136","Kababish Cafe","kababish-cafe-cary",FALSE,4.5,104,"201 W Chatham St",27511,35.7865791,-78.7838364,"$$","19193778794","pakistani,indpak"
"2137","Himalayan Nepali Cuisine","himalayan-nepali-cuisine-cary",FALSE,4,162,"746 E Chatham St",27511,35.79152146,-78.76635892,"$","19194660550","himalayan,indpak"
"2138","Maximillians","maximillians-cary",FALSE,3.5,102,"8314 Chapel Hill Rd",27513,35.7918673,-78.7765576,"$$$","19194652455","newamerican,wine_bars"
"2141","Udupi Cafe","udupi-cafe-cary-2",FALSE,4,147,"590 E Chatham St",27511,35.79106,-78.76863,"$$","19194650898","vegetarian,indpak"
"2142","Kabab & Grill","kabab-and-grill-cary-2",FALSE,3,29,"914 Kildaire Farm Rd",27511,35.77335,-78.78206,"$$","19196519608","halal,indpak,pakistani"
"2143","Madras Dosa & Curry","madras-dosa-and-curry-cary-2",FALSE,3.5,33,"740 E Chatham St",27511,35.7916679,-78.7658081,"$$","19194639130","indpak"
"2144","Kabab and Curry","kabab-and-curry-raleigh",FALSE,4,101,"2418 Hillsborough St",27607,35.7877543,-78.6675567,"$$","19199776974","indpak"
"2146","Kadhai The Indian Wok","kadhai-the-indian-wok-raleigh",FALSE,4,130,"6260-112 Glenwood Ave",27612,35.85905276,-78.70368061,"$$","19197859730","indpak"
"2150","Desi Mazaa","desi-mazaa-cary",FALSE,4,4,"212 Grande Heights Dr",27513,35.80403798,-78.77954386,"$$","18644921516","indpak,halal,pakistani"
"2151","The Wild Cook's Indian Grill","the-wild-cooks-indian-grill-raleigh",FALSE,4,75,"3212 Hillsborough St",27607,35.79121,-78.68002,"$$","19842328530","indpak"
"2152","El Tapatio Mexican Restaurant","el-tapatio-mexican-restaurant-raleigh",FALSE,4,55,"4511 New Bern Ave",27610,35.79875,-78.55937,"$","19192559161","mexican"
"2153","La Tapatia","la-tapatia-raleigh",FALSE,5,3,"1700 Saint Albans Dr",27609,35.83291,-78.6106,"$$","19199544816","grocery"
"2154","El Tapatio","el-tapatio-wake-forest-2",FALSE,4,39,"13200 Falls Of Neuse Rd",27587,35.9318,-78.5816399,"$$","19195549676","mexican"
"2155","La Perla Tapatia","la-perla-tapatia-rocky-mount",FALSE,4,20,"126 S Winstead Ave",27804,35.96244136,-77.84957157,"$$","12524510808","mexican"
"2156","Torero's","toreros-roxboro",FALSE,3.5,12,"904 N Madison Blvd",27573,36.40721894,-78.97544091,"$$","13365998022","mexican"
"2157","Sub Conscious","sub-conscious-raleigh",FALSE,3.5,41,"3209 Hillsborough St",27607,35.79046,-78.67979,"$","19198333535","sandwiches"
"2160","Subway","subway-raleigh-14",FALSE,4.5,4,"2808 Hillsborough St",27607,35.78961,-78.67447,"$","19198347407","sandwiches,hotdogs"
"2162","Subway","subway-raleigh-28",FALSE,4,1,"3225 Avent Ferry Rd",27606,35.7676849,-78.6958313,NA,"19198592121","sandwiches,hotdogs"
"2163","Subway","subway-raleigh-38",FALSE,2.5,5,"2020 Hillsborough St",27607,35.7865791,-78.6627121,"$","19193222015","sandwiches,hotdogs"
"2164","Subway","subway-raleigh-12",FALSE,2,6,"3940 Western Blvd",27606,35.78456,-78.6934799,"$","19198286518","sandwiches,hotdogs"
"2166","Which Wich","which-wich-raleigh-8",FALSE,4,13,"413 Woodburn Rd",27605,35.78981607,-78.65967565,"$","19198339424","sandwiches"
"2168","Subway","subway-cary",FALSE,4,5,"311 Crossroads Blvd",27518,35.7612293,-78.7380951,"$","19198519594","sandwiches,hotdogs"
"2169","Best Steak and Sub","best-steak-and-sub-cary",FALSE,4,33,"323 Crossroads Blvd",27518,35.7610468,-78.7377725,"$","19192331388","sandwiches,hotdog"
"2171","Roly Poly","roly-poly-raleigh",FALSE,3.5,23,"4040 Ed Dr",27612,35.82518,-78.70322,"$","19197850441","sandwiches"
"2172","Subway","subway-raleigh-16",FALSE,1.5,6,"706 W Peace St",27605,35.7888603,-78.6493225,"$","19198340605","hotdogs,sandwiches"
"2173","Jimmy John's","jimmy-johns-raleigh",FALSE,2.5,14,"2316 Hillsborough St",27607,35.7877,-78.66665,"$","19198283278","sandwiches"
"2175","Subway","subway-raleigh-8",FALSE,1.5,3,"1709 Lake Wheeler Rd",27603,35.760128,-78.6620255,"$$","19198284231","sandwiches,hotdogs"
"2176","Jimmy John's","jimmy-johns-raleigh-2",FALSE,3,23,"437 Fayetteville St",27601,35.77457654,-78.63921401,"$","19197540101","sandwiches"
"2180","Rudino's Sports Corner","rudinos-sports-corner-raleigh",FALSE,3,53,"Olde Raleigh Village",27612,35.825444,-78.706956,"$$","19197864235","sandwiches,pizza,sportsbars"
"2189","Saltbox Seafood Joint","saltbox-seafood-joint-durham",FALSE,4,185,"608 N Mangum St",27701,35.9999504,-78.8960724,"$$","19199088970","seafood"
"2190","Teddy's New Yorker Pizza","teddys-new-yorker-pizza-raleigh",FALSE,2.5,21,"5563 Western Blvd",27606,35.7841187,-78.7205124,"$$","19192339144","pizza"
"2191","Red Lobster","red-lobster-cary",FALSE,3,50,"1805 Walnut Street",27511,35.76084,-78.7429499,"$$","19198516806","seafood,tradamerican"
"2192","Rosati's Pizza","rosatis-pizza-morrisville",FALSE,3.5,152,"3605 Davis Dr",27560,35.8210657,-78.84953281,"$$","19193807000","pizza,italian"
"2196","Papa John's Pizza","papa-johns-pizza-cary",FALSE,2.5,7,"6470 Tryon Rd",27511,35.74432,-78.7613499,"$$","19198515656","pizza"
"2197","Marco's Pizza","marcos-pizza-raleigh-3",FALSE,3.5,13,"2906 Hillsborough St",27607,35.7894783,-78.675354,"$","19198328889","pizza"
"2200","Domino's Pizza","dominos-pizza-cary-2",FALSE,4,6,"1187 W Chatham St",27513,35.7710473,-78.8069005,"$","19194674222","pizza,chicken_wings,sandwiches"
"2204","Domino's Pizza","dominos-pizza-raleigh-19",FALSE,3.5,5,"2881 Jones Franklin Rd",27606,35.74427993,-78.73665176,NA,"19192350808","chicken_wings,pizza,sandwiches"
"2205","Domino's Pizza","dominos-pizza-morrisville-2",FALSE,2,5,"9825E Chapel Hill Rd",27560,35.81054,-78.81706,"$$","19193197000","pizza,chicken_wings,sandwiches"
"2206","Domino's Pizza","dominos-pizza-raleigh-2",FALSE,4,11,"4112 Pleasant Valley Rd",27612,35.86043,-78.70472,"$$","19197835500","pizza,chicken_wings,sandwiches"
"2209","Domino's Pizza","dominos-pizza-cary-4",FALSE,2,7,"1367 SE Maynard Rd",27511,35.7884202,-78.7640383,NA,"19194691115","chicken_wings,pizza,sandwiches"
"2210","McDonald's","mcdonalds-raleigh-5",FALSE,2.5,6,"8305 Creedmoor Rd",27613,35.90035,-78.6814,"$","19198478111","hotdogs,burgers"
"2211","McDonald's","mcdonalds-raleigh-19",FALSE,3,10,"3508 Millbrook Rd",27613,35.8633995,-78.7118912,"$","19197813702","hotdogs,burgers"
"2213","McDonald's","mcdonalds-raleigh-26",FALSE,2.5,10,"10100 Leesville Rd",27613,35.90927,-78.72758,"$","19198419282","burgers,hotdogs"
"2215","McDonald's","mcdonalds-raleigh-16",FALSE,3.5,13,"6213 Falls of Neuse Rd",27615,35.86744,-78.62123,"$","19198780085","hotdogs,burgers"
"2216","McDonald's","mcdonalds-raleigh-9",FALSE,1.5,6,"7301 Six Forks Rd",27615,35.8798904,-78.6463928,"$","19198469902","hotdogs,burgers"
"2218","McDonald's","mcdonalds-raleigh-17",FALSE,3.5,13,"4121 Blue Ridge Rd",27612,35.83632,-78.67601,"$","19195105255","hotdogs,burgers"
"2223","Panera Bread","panera-bread-raleigh-6",FALSE,3.5,23,"8511 Colonnade Center Dr",27615,35.89823792,-78.65040421,"$$","19198619300","sandwiches,salad,soup"
"2224","First Watch","first-watch-raleigh",FALSE,4,135,"6109 Glenwood Ave",27612,35.85532,-78.70249,"$$","19197893347","tradamerican,breakfast_brunch"
"2225","El Dorado Authentic Mexican Restaurant","el-dorado-authentic-mexican-restaurant-raleigh",FALSE,3,40,"8111 Creedmoor Rd",27613,35.89853,-78.68223,"$","19198480788","mexican"
"2229","Outback Steakhouse","outback-steakhouse-raleigh",FALSE,3,71,"7500 Creedmoor Road",27613,35.888216,-78.679386,"$$","19198463848","steak"
"2231","Carrabba's Italian Grill","carrabbas-italian-grill-apex-6",FALSE,3.5,35,"1201 Haddon Hall Dr",27502,35.74240215,-78.87161136,"$$","19193876336","italian,seafood"
"2235","Lighthouse Deli and Pizza","lighthouse-deli-and-pizza-apex",FALSE,3.5,15,"2125 Ten Ten Rd",27539,35.7207375,-78.8189316,"$","19192676873","delis"
"2238","Macgregor Draft House","macgregor-draft-house-cary",FALSE,3.5,55,"107 Edinburgh S",27511,35.7367599,-78.79792,"$$","19194611633","sportsbars,tradamerican"
"2239","Brothers of New York Pizza","brothers-of-new-york-pizza-cary",FALSE,4,33,"3450 Kildaire Farm Rd",27518,35.7044891,-78.794754,"$","19193877711","pizza,italian"
"2240","Tangerine Cafe","tangerine-cafe-cary-3",FALSE,4,126,"2422 SW Cary Pkwy",27513,35.76322,-78.822214,"$$","19194688688","thai,korean,vietnamese"
"2241","C & J Heating and Air Inc","c-and-j-heating-and-air-inc-efland",FALSE,5,4,"421 Efland Cedar Grove Rd",27243,36.0875816,-79.1731567,NA,"19197323181","hvac"
"2242","Carrabba's Italian Grill","carrabbas-italian-grill-cary-2",FALSE,3.5,55,"1148 Kildaire Farm Rd",27511,35.76558,-78.78364,"$$","19194679901","italian,seafood"
"2248","R & J Custom Exhaust","r-and-j-custom-exhaust-apex",FALSE,5,8,"554 E Williams St",27502,35.7246666,-78.8477859,NA,"19193626630","autorepair"
"2251","REI","rei-cary",FALSE,4,22,"1751 Walnut St",27511,35.76398155,-78.74536484,"$$","19194609995","bikes,outdoorgear,sportswear"
"2253","Jimmy V's Steakhouse and Tavern","jimmy-vs-steakhouse-and-tavern-cary",FALSE,3.5,43,"107 Edinburgh S Dr",27511,35.7367599,-78.79792,"$$$","19193808210","steak"
"2258","Sweet Tomatoes","sweet-tomatoes-cary",FALSE,3.5,87,"2310 Walnut",27518,35.7546001,-78.7416167,"$$","19198514333","vegetarian,buffets,salad"
"2259","REI","rei-raleigh",FALSE,4,17,"4291 The Cir At N Hills",27609,35.8354784,-78.6434474,"$$","19195715031","bikes,outdoorgear,sportswear"
"2260","Gypsy's Shiny Diner","gypsys-shiny-diner-raleigh",FALSE,3.5,120,"1550 Buck Jones Rd",27606,35.76449009,-78.74428576,"$","19194693663","diners,breakfast_brunch,tradamerican"
"2261","Ruth's Chris Steak House","ruths-chris-steak-house-cary",FALSE,3.5,68,"2010 Renaissance Park Pl",27513,35.82656109,-78.77091197,"$$$$","19196770033","steak,seafood"
"2264","Performance Bicycle","performance-bicycle-cary",FALSE,3,13,"653 Cary Towne Blvd.",27511,35.7754583,-78.7676161,"$$","19194394002","sportswear,bikes,bike_repair_maintenance"
"2265","Great Outdoor Provision Co.","great-outdoor-provision-co-raleigh",FALSE,3.5,13,"Cameron Village",27605,35.790925,-78.6595225,"$$","19198331741","outdoorgear,rafting"
"2266","Plato's Closet Cary","platos-closet-cary-cary",FALSE,2,22,"111 Crossroads Blvd",27518,35.76194149,-78.74292445,"$","19193246898","vintage"
"2267","Hemlock Bluffs Nature Preserve","hemlock-bluffs-nature-preserve-cary",FALSE,4,11,"2616 Kildaire Farm Rd",27518,35.7234802,-78.7828827,NA,"19193875980","hiking"
"2270","Edible Arrangements","edible-arrangements-raleigh",FALSE,3.5,5,"6675 Falls of Neuse Rd",27615,35.87465,-78.62315,"$$","19198457405","giftshops,chocolate"
"2283","La Rancherita","la-rancherita-raleigh",FALSE,4,59,"4325 Glenwood Ave",27612,35.83737769,-78.67635115,"$$","19197851951","mexican"
"2284","Red Monkey Tavern","red-monkey-tavern-raleigh",FALSE,3,179,"4325 Glenwood Ave",27612,35.84029452,-78.67914076,"$$","19198967412","newamerican,breakfast_brunch,gastropubs"
